,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
240,Arnaud Souquet,30, D(CR),M(R),,27(7),2341,1.6,1,0.8,0.1,1.6,1,0.2,-,6.59
241,Ibrahima Koné,22, FW,,,6(10),728,0.4,0.1,0.8,-,0.2,0.1,0.2,-,6.59
242,Ismael Traoré,35, D(CR),,,36(1),3215,0.8,1.2,0.4,0.7,3.2,0.4,0.5,-,6.59
243,Ivo Grbic,26, GK,,,21,1890,-,-,-,-,1.1,-,-,-,6.58
244,Kamory Doumbia,19, Midfielder,,,2(6),349,1,0.4,0.1,-,0.4,1,0.4,-,6.58
245,Arkadiusz Milik,28, AM(C),FW,,15(8),1419,0.4,0.1,0.8,-,0.4,0.6,-,-,6.58
246,Paul Bernardoni,25, GK,,,13,1170,0.2,-,-,-,0.8,0.1,-,-,6.58
247,Warmed Omari,22, D(C),,,31(3),2798,1,0.9,0.7,0.6,2.7,0.2,0.4,-,6.58
248,Yohann Magnin,24, DMC,,,19(5),1717,2.2,0.8,0.9,0.2,1.4,0.8,0.3,-,6.58
249,Jérôme Boateng,33, D(CR),,,19(5),1627,0.8,0.8,0.5,0.4,3,0.3,0.4,-,6.58
250,Tristan Dingomé,31, M(C),,,12(13),1073,0.9,0.4,0.5,-,0.1,0.3,-,-,6.58
251,Jessy Moulin,36, GK,,,8,631,-,0.1,0.1,-,1.3,-,-,-,6.58
252,Javairô Dilrosun,23, AM(CLR),,,19(13),1738,0.4,0.3,0.4,-,0.1,0.5,-,-,6.57
253,Terem Moffi,23, AM(R),FW,,34(3),2736,0.5,0.1,0.6,-,0.6,0.6,0.1,-,6.57
254,Kasper Dolberg,24, FW,,,20(7),1503,0.3,0.2,1.1,-,0.6,0.2,-,-,6.57
255,Moreto Cassamá,24, DMC,,,11(6),808,0.7,0.5,0.6,-,0.2,0.9,0.3,-,6.57
256,Nicolas Cozza,23, D(CL),,,32(2),2778,2.4,1.1,0.7,0.2,2.2,0.9,0.6,-,6.57
257,Adrien Truffert,20, D(L),,,18(12),1635,1,0.6,0.8,0.1,0.8,0.4,0.2,-,6.56
258,Gauthier Gallon,29, GK,,,31,2790,0.1,0.1,-,-,0.7,-,-,-,6.56
259,Thomas Delaine,30, D(L),M(LR),,26(3),2317,1.7,0.9,0.8,0.1,1,0.7,0.2,-,6.56
260,Thilo Kehrer,25, D(CLR),M(R),,16(11),1505,0.8,0.9,0.6,0.2,1,0.4,0.4,-,6.56
261,Ilan Kebbal,23, AM(C),FW,,21(10),1785,1,0.4,0.4,-,0.1,1,-,-,6.56
262,Pedro Mendes,31, D(CR),,,0(1),16,1,-,-,-,2,-,1,-,6.56
263,Jonathan Ikoné,24, AM(CLR),FW,,13(5),1077,0.6,0.3,0.7,0.1,0.2,0.4,0.1,-,6.55
264,Romain Del Castillo,26, AM(LR),FW,,13(6),985,1.4,0.4,0.8,0.1,0.1,1,-,-,6.55
265,Enock Kwateng,25, D(CR),M(R),,22(7),2002,1.9,1.5,0.8,0.2,1.6,1.3,0.1,-,6.55
266,Sikou Niakaté,22, D(C),,,8(4),661,0.7,2.3,0.8,0.5,2.7,0.6,0.3,1,6.54
267,Marc-Aurèle Caillard,28, GK,,,17(2),1540,-,0.1,-,-,0.7,0.1,-,-,6.54
268,Martin Adeline,18, Midfielder,,,2(6),347,1.9,1.4,2,-,0.6,1,-,-,6.54
269,Mathias Pereira Lage,25, M(CLR),,,11(13),1038,0.9,0.9,1,0.1,0.8,0.9,0.3,-,6.54
270,Hwang Ui-Jo,29, AM(CLR),FW,,29(3),2526,0.3,0.2,0.5,-,0.5,0.3,-,-,6.54
271,Florent Ogier,33, D(C),,,29(1),2434,1,1.2,0.6,0.3,2.8,0.5,0.9,-,6.54
272,Pape Sarr,19, AM(C),,,22(11),2130,1.4,0.9,1,-,0.6,0.6,0.1,-,6.54
273,Anel Ahmedhodzic,23, D(C),,,15,1350,2.5,1.5,1.4,0.7,2.8,0.7,0.5,-,6.54
274,Alfred Gomis,28, GK,,,25,2250,-,-,-,-,0.5,-,-,-,6.54
275,Farid Boulaya,29, AM(CLR),FW,,18(6),1534,0.8,0.5,0.3,-,0.1,1,0.1,-,6.54
276,Henrique,28, D(L),M(L),,12(6),1105,0.7,1.2,0.7,-,0.6,0.6,0.1,-,6.53
277,David da Costa,21, AM(C),,,16(17),1463,0.7,0.4,0.3,-,0.1,0.5,-,-,6.53
278,Martín Satriano,21, FW,,,11(4),941,0.3,0.1,0.9,-,0.2,0.3,-,-,6.53
279,Remi Oudin,25, M(CLR),FW,,20(13),1744,1,0.8,0.4,-,0.6,0.4,0.1,-,6.53
280,Strahinja Pavlovic,21, D(C),,,5(2),450,3.3,1.3,1.6,0.4,2.1,0.6,0.4,-,6.53
281,Joris Chotard,20, DMC,,,33(3),2942,1.6,1.2,0.8,0.1,1.6,1.2,0.4,-,6.53
282,Pablo Sarabia,30, D(L),M(CLR),FW,0(2),21,-,-,0.5,-,-,0.5,-,-,6.53
283,Leonardo Balerdi,23, D(C),,,10(7),950,0.5,1.1,0.6,0.5,1.7,0.5,0.2,-,6.52
284,Konrad De la Fuente,20, AM(L),,,9(7),788,0.7,0.1,0.1,-,0.2,0.3,-,-,6.52
285,Lilian Brassier,22, D(CL),,,23(8),2258,1.3,1,0.8,0.6,2.6,0.4,0.7,1,6.52
286,Amadou Mvom Onana,20, DMC,,,11(21),1352,1.5,0.9,1,-,0.6,0.2,0.1,-,6.52
287,Jean Lucas,23, M(C),,,18(10),1451,1.5,0.5,1,-,0.1,0.8,0.2,-,6.52
288,Thomas Foket,27, D(R),M(R),,26(3),2243,1,1.1,0.9,0.1,1,0.8,0.1,-,6.52
289,Fábio,31, D(LR),M(R),,21(6),1679,2.3,1.3,1.1,-,1.1,1.4,0.3,-,6.52
290,Flavius Daniliuc,21, D(CR),,,14(10),1291,1.9,0.6,0.7,0.4,1.3,0.4,0.3,-,6.52
291,Iké Ugbo,23, FW,,,11(3),820,0.2,0.1,0.7,-,0.1,0.1,0.1,-,6.51
292,Valère Germain,32, AM(LR),FW,,22(12),1978,0.7,0.3,0.7,-,0.8,0.7,-,-,6.51
293,Gaël Kakuta,30, M(CLR),FW,,20(9),1685,0.8,0.1,0.5,-,0.1,0.6,-,-,6.51
294,Ismail Jakobs,22, D(L),M(L),,10(18),1193,1.1,0.6,0.5,0.1,1,0.7,-,-,6.51
295,Vincent Le Goff,32, D(L),M(L),,34,3060,1.8,1.1,0.7,0.1,1.2,0.7,0.1,-,6.51
296,Leo Petrot,25, D(C),,,21(1),1820,1.4,1,0.3,0.3,3.8,0.4,0.8,-,6.5
297,Stian Gregersen,27, D(C),,,22(2),1955,1.6,1.6,1,0.6,4.1,0.6,0.7,-,6.5
298,Cédric Hountondji,28, D(C),,,23,2035,1.4,1.5,0.5,0.3,3.3,0.3,0.5,1,6.5
299,Issa Kaboré,21, D(R),M(R),,26(5),2261,1.5,0.6,1,0.1,0.9,0.6,0.1,-,6.5
300,Dimitry Bertaud,24, GK,,,9(2),832,-,-,-,-,0.8,0.1,-,-,6.5
301,Timothy Weah,22, AM(LR),FW,,17(12),1620,0.7,0.3,0.4,-,0.2,0.3,-,-,6.5
302,Pape Gueye,23, DMC,,,17(11),1528,1.4,0.9,1,-,0.5,0.5,0.1,-,6.5
303,Samuel Kalu,24, M(LR),,,3(8),326,0.7,0.3,0.3,0.1,0.1,0.3,-,-,6.49
304,Stefan Bajic,20, GK,,,4(3),508,-,-,-,-,1.1,-,-,-,6.49
305,Sinaly Diomandé,21, D(C),,,5(6),577,0.5,1.1,0.5,0.4,2.2,0.1,0.5,1,6.49
306,Jordan Lotomba,23, D(LR),M(R),,19(11),1782,1.1,0.4,0.4,0.1,0.8,0.5,0.1,-,6.49
307,Timothée Kolodziejczak,30, D(CL),M(L),,30,2568,1.4,2,1,0.4,2.3,0.5,0.2,2,6.49
308,Adil Rami,36, D(C),,,14(3),1173,0.6,0.9,0.4,0.3,2.5,0.1,0.5,-,6.49
309,Julian Draxler,28, AM(CLR),FW,,5(13),542,0.2,0.3,0.2,-,0.2,0.2,-,-,6.49
310,Arnaud Nordin,23, AM(CLR),FW,,20(16),1876,0.6,0.2,0.6,-,0.2,0.4,-,-,6.48
311,Edon Zhegrova,23, AM(R),,,5(8),479,1.1,0.2,0.4,-,0.2,0.1,0.1,-,6.48
312,Lorenz Assignon,21, D(R),,,5(15),603,0.8,0.6,0.5,0.1,0.8,0.2,0.1,-,6.48
313,Dénys Bain,28, D(C),,,2,180,1.5,1.5,2,1.5,2.5,-,0.5,-,6.48
314,Myziane Maolida,23, AM(LR),FW,,0(1),33,1,-,-,-,-,-,-,-,6.48
315,Pol Lirola,24, D(R),M(LR),,19(15),1769,0.8,0.4,0.3,-,0.6,0.4,-,-,6.48
316,Stéphane Diarra,23, Midfielder,,,5(10),522,0.7,0.5,0.4,-,0.1,0.3,-,-,6.48
317,Sepe Elye Wahi,19, AM(L),FW,,21(12),1770,0.5,0.1,0.5,-,0.1,0.3,-,-,6.48
318,Falaye Sacko,27, D(CR),M(R),,8(1),667,1.7,0.4,1,0.6,1.7,0.3,0.8,-,6.48
319,Jere Uronen,27, D(L),M(L),,10(5),878,1.9,1.1,0.3,0.3,1.3,0.7,0.2,-,6.48
320,Miguel Trauco,29, D(L),M(L),,12(5),1113,1.5,1.4,0.5,0.2,0.9,0.6,0.2,-,6.47
321,Fabien Lemoine,35, M(C),,,13(8),1120,1.7,0.7,1.3,-,1.1,1.1,0.2,-,6.47
322,Dylan Bronn,26, D(C),,,28(2),2545,1.6,1.3,1,0.4,2.3,0.4,0.6,-,6.47
323,Amine Bassi,24, AM(C),,,2(3),183,1.2,-,0.8,-,-,0.4,-,-,6.47
324,Krépin Diatta,23, M(LR),FW,,3(5),283,0.4,0.1,0.4,-,-,0.3,-,-,6.47
325,Alexandre Oukidja,33, GK,,,21,1877,-,-,-,-,1.5,-,-,1,6.47
326,Marcelo,35, D(C),,,11,902,0.8,1.2,0.6,0.4,4.2,0.2,0.3,1,6.46
327,Serhou Guirassy,26, AM(L),FW,,7(30),1005,0.1,-,0.6,-,0.2,0.2,-,-,6.46
328,Dennis Appiah,29, D(CLR),,,22(10),2094,1.7,0.8,1.2,0.2,2.2,0.6,0.4,1,6.46
329,Osman Bukari,23, M(R),FW,,10(14),1008,0.8,0.3,0.6,-,-,0.6,-,-,6.46
330,Hassane Kamara,28, D(L),M(L),,7(4),546,1.2,0.8,0.7,-,0.4,0.3,0.2,-,6.46
331,Andreaw Gravillon,24, D(C),,,24(2),2141,1.2,1.3,1.3,0.2,3,0.4,0.6,-,6.45
332,Hugo Magnetti,24, DMC,,,16(12),1462,1.8,0.9,0.9,-,0.4,1,0.1,-,6.45
333,Laurent Koscielny,36, D(C),,,11,936,1.3,1.1,1,0.5,3.4,0.5,1.1,-,6.45
334,Samuel Loric,21, Defender,,,3,270,2.3,1.7,1.3,-,2.7,1,-,-,6.45
335,Otávio,28, DMC,,,13(3),1150,2.3,1.1,1.3,-,0.6,1.4,0.2,-,6.45
336,Oualid El Hajjam,31, D(CR),,,12(7),1075,1.2,1.2,0.8,0.4,1.3,0.4,0.3,-,6.44
337,Isaac Lihadji,20, Forward,,,2(11),228,0.2,0.2,0.3,-,-,0.3,-,-,6.44
338,Wesley Saïd,27, AM(CLR),FW,,7(14),650,0.5,0.1,0.8,-,-,0.4,-,-,6.44
339,Batista Mendy,22, D(C),DMC,,27(7),2417,1.4,1,1.6,0.2,1.1,0.6,0.2,2,6.43
340,Colin Dagba,23, D(R),,,2(1),166,1.3,0.7,2,-,-,1,0.7,-,6.43
341,Alidu Seidu,22, D(C),,,16(5),1410,1.6,1.6,0.9,0.3,2.1,0.5,0.5,-,6.43
342,Maxime Estève,20, D(C),,,20(4),1856,1.1,0.9,0.4,0.3,2.8,0.5,1,-,6.43
343,Gaëtan Poussin,23, GK,,,13,1170,0.1,-,-,-,1.9,-,-,1,6.43
344,Salis Abdul Samed,22, DMC,,,29(2),2472,1.4,1.4,1.4,-,0.4,1.2,-,-,6.43
345,Sada Thioub,27, M(LR),,,11(6),954,0.8,0.6,0.4,0.1,0.5,0.5,-,-,6.43
346,Gabriel Gudmundsson,23, D(L),M(LR),,15(15),1341,1.4,0.7,0.9,0.1,0.3,0.6,0.1,-,6.43
347,Azzedine Ounahi,22, M(C),,,16(16),1627,1.2,0.8,0.6,-,0.4,0.9,-,-,6.43
348,Georginio Wijnaldum,31, M(CLR),,,18(13),1654,0.5,0.3,0.2,-,0.2,0.3,0.1,-,6.42
349,Burak Yilmaz,36, AM(L),FW,,25(6),2219,0.2,0.1,0.8,-,0.4,0.5,-,-,6.42
350,Boubacar Traore,20, M(C),,,17(10),1721,1.6,0.9,2,-,0.4,1.1,0.2,-,6.42
351,Matthieu Dreyer,33, GK,,,16,1440,0.1,-,-,-,0.9,-,-,-,6.42
352,Dion Lopy,20, DMC,,,19(7),1647,2,0.8,1.5,-,0.6,1.2,0.2,-,6.42
353,Mama Baldé,26, D(R),M(CLR),FW,20(10),1725,1.3,0.2,1.4,-,0.2,0.6,-,-,6.42
354,Sékou Mara,19, FW,,,8(18),898,0.3,0.1,0.8,-,0.2,0.3,-,-,6.42
355,Nathanaël Mbuku,20, AM(CLR),FW,,18(13),1423,0.5,0.4,0.3,-,0.1,0.2,-,-,6.42
356,Zaydou Youssouf,22, M(CR),,,18(12),1558,1.6,0.6,0.7,-,0.4,0.7,0.1,1,6.41
357,Xavier Chavalerin,31, DMC,M(L),,2(1),219,1.3,1.7,1,-,0.7,0.7,-,-,6.41
358,Djibril Sidibé,29, D(CLR),M(R),,12(5),952,1.4,0.9,1,-,0.7,0.9,0.1,-,6.41
359,Junior Sambia,25, D(R),M(CR),,16(14),1528,0.7,0.7,0.6,0.1,0.8,0.3,0.1,-,6.41
360,Lamine Gueye,24, AM(R),FW,,7(7),557,0.4,0.4,0.5,-,0.1,0.3,-,-,6.41
361,Cédric Bakambu,31, AM(LR),FW,,5(7),356,0.2,-,0.5,-,0.1,0.3,-,-,6.41
362,Gideon Mensah,23, D(L),M(L),,13(10),1206,1.6,0.7,0.7,0.1,0.8,0.9,0.1,-,6.41
363,Houboulang Mendes,24, D(CR),,,36,3223,1.6,1.1,1.1,0.2,3.4,0.5,0.6,1,6.41
364,Paul Bernardoni,25, GK,,,19,1710,-,-,-,-,0.9,-,-,-,6.41
365,Etienne Green,21, GK,,,15,1200,0.1,0.1,0.1,-,1.2,-,-,-,6.41
366,Philippe Sandler,25, D(C),,,1(1),70,-,1.5,-,0.5,3,-,0.5,-,6.4
367,Jodel Dossou,30, AM(R),,,23(12),2017,1,0.1,0.7,-,0.1,0.8,-,-,6.4
368,Ouparine Djoco,24, GK,,,23(1),2113,-,-,-,-,0.8,-,-,-,6.4
369,Massadio Haïdara,29, D(CL),M(L),,12(8),1078,1.4,1.1,1,0.2,1.6,0.5,0.2,-,6.4
370,Bradley Locko,20, M(L),,,11(13),1011,1.2,0.6,0.6,-,0.3,0.4,0.3,-,6.4
371,Hatem Ben Arfa,35, M(CR),FW,,4(3),314,0.6,-,1,-,0.1,0.3,-,-,6.4
372,Morgan Schneiderlin,32, DMC,,,5(15),639,1.1,1,0.8,0.1,0.9,0.4,0.1,-,6.4
373,Yusuf Yazici,25, M(CLR),FW,,5(10),501,0.7,0.1,0.5,-,0.1,0.5,-,-,6.4
374,Youssouf Koné,26, D(CL),M(L),,11(10),981,1.4,0.5,0.3,-,1.1,0.5,0.1,-,6.39
375,Jérémy Le Douaron,24, AM(L),FW,,16(16),1446,0.3,0.1,0.5,-,0.4,0.5,-,-,6.39
376,Jean Eudes Aholou,28, DMC,,,11(14),1002,0.6,0.8,0.8,-,0.3,0.6,-,-,6.39
377,Sébastien Corchia,31, D(R),M(R),,13(15),1319,1.2,0.5,0.8,0.1,1.2,0.6,0.1,-,6.39
378,Pierrick Capelle,35, D(L),M(CLR),,12(18),1187,1.2,0.5,0.7,0.1,0.6,1.1,-,-,6.39
379,Eliaquim Mangala,31, D(C),,,14,1183,1.2,1.2,1.4,0.5,4.2,0.3,0.6,-,6.39
380,Jim Allevinah,27, AM(L),,,13(17),1481,0.6,0.2,0.5,-,0.1,0.4,-,-,6.38
381,Moritz Jenz,23, D(C),,,16(1),1384,1.5,1.6,1.4,0.4,3.1,0.8,0.6,2,6.38
382,Nordine Kandil,20, Midfielder,,,0(5),85,0.4,-,0.2,-,-,-,0.2,-,6.38
383,Calvin Stengs,23, AM(CR),,,11(13),1071,0.7,0.3,0.6,-,0.2,0.5,-,-,6.38
384,Ibrahima Niane,23, AM(L),FW,,20(6),1592,-,0.1,0.5,0.1,0.6,0.2,-,-,6.38
385,Vincent Manceau,32, D(CLR),,,25(3),2359,1.1,1.1,0.5,0.4,2.5,0.8,0.2,-,6.38
386,Charles Traoré,30, D(L),M(L),,7(9),716,1,0.9,1.4,0.1,1.5,0.7,0.3,-,6.38
387,Éric Ebimbe,21, AM(CR),,,4(6),315,0.9,0.2,1.1,-,0.1,0.1,0.3,-,6.38
388,Harold-Desty Moukoudi,24, D(C),,,17(7),1658,1,1.5,0.6,0.6,1.9,0.5,0.6,-,6.37
389,Marcus Coco,25, M(LR),FW,,9(15),925,1.4,0.4,0.9,0.1,0.4,0.4,-,-,6.37
390,Alexis Claude Maurice,24, AM(CL),,,0(10),200,0.2,0.3,0.4,-,-,0.3,-,-,6.37
391,Billal Brahimi,22, Forward,,,3(6),335,0.1,0.1,0.2,0.1,0.1,0.3,-,-,6.37
392,Jimmy Giraudon,30, D(C),,,18(1),1620,0.7,1.9,0.7,0.5,3.6,0.8,0.7,1,6.36
393,Opa Nguette,27, AM(LR),FW,,10(16),1043,0.8,0.1,0.5,-,0.3,0.3,0.1,-,6.36
394,Samuel Moutoussamy,25, M(CL),,,16(14),1503,1.6,0.6,1.1,-,0.5,1.3,0.1,-,6.36
395,Abdu Conté,24, D(L),M(L),,17,1356,1.3,0.2,0.8,0.1,0.5,0.7,0.1,-,6.36
396,Eliot Matazo,20, DMC,,,8(10),783,0.4,0.7,0.9,-,0.5,0.5,0.2,-,6.36
397,Ricardo Mangas,24, D(CL),M(L),,27(2),2357,1.2,0.9,0.9,0.3,1.3,0.5,0.1,1,6.35
398,Mauro Icardi,29, FW,,,10(14),1019,0.2,0.2,0.6,-,0.5,0.2,-,-,6.35
399,Abdel Jalil Zaim Idriss Medioub,24, D(C),,,6(4),620,0.9,1.2,0.3,0.6,3.3,0.1,0.4,-,6.35
400,Yoann Touzghar,35, FW,,,16(12),1462,0.2,0.1,0.3,-,0.3,0.1,-,-,6.35
401,Majeed Waris,30, AM(LR),FW,,2(13),316,0.3,-,0.3,-,0.1,0.3,-,-,6.35
402,Yvann Maçon,23, D(LR),M(R),,19(3),1538,1.9,0.8,1,0.3,1,1.2,0.2,1,6.34
403,Eric N'jo,18, Forward,,,0(2),95,-,1,1.5,-,0.5,0.5,0.5,-,6.34
404,Jemerson,29, D(CR),DMC,,15,1207,2.5,1.7,1.2,0.3,2,0.5,0.5,-,6.34
405,Yasser Larouci,21, Defender,,,2(10),335,0.5,0.6,0.2,-,0.2,-,-,-,6.34
406,Ignatius Ganago,23, AM(LR),FW,,11(17),1020,0.1,0.1,0.3,-,0.1,0.1,-,-,6.34
407,Fraser Hornby,22, FW,,,4(4),349,0.4,0.5,0.9,-,0.6,0.3,-,-,6.34
408,Timothée Pembélé,19, D(R),M(R),,17(9),1421,0.8,0.6,0.7,0.1,0.9,0.7,0.1,-,6.34
409,Roli Pereira De Sa,25, M(C),,,5(12),571,0.7,0.4,0.5,-,0.2,1,-,-,6.33
410,Mathieu Cafaro,25, AM(CLR),,,3(1),194,1,0.8,1.5,-,0.3,1.8,-,-,6.33
411,Jeff Reine-Adélaïde,24, AM(CLR),FW,,1(9),192,0.5,-,0.4,-,-,0.1,-,-,6.33
412,Stéphane Bahoken,30, FW,,,12(17),1096,0.4,0.1,0.8,-,0.1,0.3,-,-,6.33
413,Mohamed-Ali Cho,18, FW,,,21(11),1847,0.3,0.3,1,-,-,0.4,-,-,6.33
414,Evann Guessand,20, Forward,,,2(18),424,0.5,-,0.7,-,0.1,0.2,-,-,6.32
415,Saîf-Eddine Khaoui,27, AM(CR),,,9(14),926,0.8,0.6,0.5,-,0.2,0.4,-,-,6.32
416,Jean-Phillipe Krasso,24, FW,,,5(11),448,0.4,-,0.6,-,0.1,0.5,0.1,-,6.32
417,Julien Faussurier,35, D(LR),M(R),,4(12),483,0.6,0.3,0.3,-,0.3,0.4,0.1,-,6.32
418,Lebo Mothiba,26, FW,,,5(8),522,0.6,0.2,0.8,-,-,0.2,-,-,6.32
419,Irvin Cardona,24, AM(L),FW,,13(19),1333,0.4,0.2,0.5,-,0.4,0.4,-,-,6.32
420,Dylan Chambost,24, M(C),,,9(10),753,0.8,0.5,0.4,-,0.2,1.1,0.1,-,6.32
421,Dango Ouattara,20, AM(R),,,7(18),802,0.8,0.6,0.8,-,0.6,0.5,-,-,6.31
422,Rayan Cherki,18, AM(R),,,3(13),432,0.4,0.1,0.3,-,-,0.3,-,-,6.31
423,Islam Slimani,33, FW,,,6(6),577,0.3,0.2,0.5,-,0.3,0.4,-,-,6.31
424,M'Baye Niang,27, AM(LR),FW,,7(15),769,0.2,-,1,-,0.2,0.2,-,-,6.3
425,Mitchell van Bergen,22, AM(LR),FW,,11(9),987,0.4,0.2,0.4,-,0.3,0.5,-,-,6.3
426,Angel Gomes,21, AM(CL),FW,,12(12),955,1,0.1,0.5,-,0.1,0.2,-,-,6.3
427,Cesc Fàbregas,35, M(CL),FW,,0(2),36,0.5,0.5,0.5,-,-,-,-,-,6.3
428,Deiver Machado,28, M(L),,,5(17),513,0.7,0.1,0.2,0.1,0.5,0.1,-,-,6.29
429,Yvan Neyou,25, DMC,,,12(4),941,1.8,1.4,1.1,-,0.6,1.1,0.2,-,6.29
430,Enzo Ebosse,23, D(C),,,21(6),1888,0.9,0.6,0.5,0.6,1.5,0.3,0.3,-,6.29
431,Cheick Tidiane Sabaly,23, Forward,,,2(4),149,1,-,-,-,0.2,-,-,-,6.29
432,Quentin Boisgard,25, AM(CLR),,,9(16),953,0.8,0.2,0.4,-,0.2,0.4,-,-,6.28
433,Paul Nardi,28, GK,,,22,1980,-,-,-,-,0.8,-,-,-,6.28
434,Lucas Gourna-Douath,18, DMC,,,20(11),1808,1.5,0.4,1.2,-,0.3,0.5,0.1,-,6.28
435,Sambou Sissoko,23, Midfielder,,,0(8),170,1.5,0.3,0.1,-,0.8,0.3,-,-,6.28
436,Jean-Claude Billong,28, D(C),,,10(5),977,1.1,0.7,0.5,0.2,2.3,0.2,0.1,-,6.28
437,Tom Lacoux,20, DMC,M(R),,11(2),915,1.4,0.7,1.4,0.1,1.5,1.2,0.3,-,6.28
438,Igor Silva,25, D(R),M(R),,17(11),1572,1,0.9,0.9,-,0.9,1,0.1,-,6.28
439,Álvaro González,32, D(C),,,5(1),451,0.2,0.2,1.2,0.3,1.5,-,-,-,6.28
440,Karim Azamoum,32, M(CR),,,4(3),387,0.9,0.1,1.7,-,1.4,0.3,0.3,-,6.27
441,Papa Ndiaga Yade,22, AM(L),,,5(13),690,0.8,0.6,0.4,-,0.4,0.6,0.1,-,6.27
442,N'Dri Koffi,20, Forward,,,3(7),374,0.4,0.3,0.8,-,0.3,0.2,0.1,-,6.27
443,Kevin N'Doram,26, DMC,,,16(3),1239,0.5,1,1.2,0.1,1.1,0.9,0.3,-,6.27
444,Danijel Petkovic,29, GK,,,15,1350,-,0.1,-,-,0.7,0.1,-,-,6.26
445,Tinotenda Kadewere,26, AM(R),FW,,3(12),498,0.5,0.3,0.4,-,-,0.6,-,-,6.26
446,Hianga'a M'Bock,22, DMC,,,9(5),798,1.3,0.4,1.4,-,0.4,0.9,0.1,-,6.25
447,Amadou Salif Mbengue,20, Midfielder,,,5(7),606,1.6,0.8,1,0.1,1.1,0.9,0.2,-,6.25
448,Vágner,26, FW,,,0(3),84,0.7,0.3,1.7,-,-,-,-,-,6.25
449,Romain Hamouma,35, M(CLR),FW,,7(15),883,0.5,0.2,1,-,-,0.5,-,-,6.25
450,Eduardo Camavinga,19, DMC,,,1(3),142,1,0.3,0.5,-,0.8,0.8,0.3,-,6.25
451,Romain Del Castillo,26, AM(LR),FW,,0(3),26,0.7,0.3,-,-,-,-,-,-,6.25
452,Billal Brahimi,22, Forward,,,2(9),371,0.1,0.2,0.4,-,0.1,0.2,-,-,6.24
453,Jean-Armel Kana-Biyik,32, D(C),,,8(2),667,1,1.6,0.4,0.4,2,0.5,0.4,-,6.24
454,Adil Aouchiche,19, AM(CL),,,11(24),1068,0.4,0.5,0.3,-,0.1,0.8,-,-,6.24
455,Ambroise Oyongo,30, D(LR),M(L),,7(4),657,1.2,0.5,0.6,0.3,1.5,0.5,0.1,-,6.24
456,Mexer,33, D(C),,,14(2),1227,0.9,1.3,0.3,0.4,3.8,0.4,0.4,-,6.24
457,El Chadaille Bitshiabu,17, Defender,,,0(1),4,-,-,-,-,2,-,-,-,6.24
458,Sofiane Alakouch,23, D(R),,,0(4),157,1.8,0.3,1.3,-,0.8,0.8,-,-,6.24
459,Thibault Klidje,20, Forward,,,0(5),81,-,0.4,0.6,-,-,0.2,0.2,-,6.23
460,Domagoj Bradaric,22, D(L),,,2(13),409,0.7,0.7,0.3,-,0.5,0.3,0.1,-,6.23
461,Brandon Domingues,22, Midfielder,,,1(10),223,0.5,0.3,0.3,-,-,0.1,-,-,6.23
462,Brayann Pereira,19, Defender,,,0(2),13,0.5,-,-,-,0.5,-,-,-,6.23
463,Kaj Sierhuis,24, FW,,,1(1),80,0.5,-,-,-,0.5,1,-,-,6.23
464,Aïmen Moueffek,21, DMC,,,4(10),426,0.5,0.1,0.4,-,0.2,0.4,-,-,6.23
465,Gabriel Silva,31, D(LR),M(L),,9(4),714,0.9,1.3,0.7,0.2,0.9,0.3,0.2,-,6.23
466,Sambou Soumano,21, Forward,,,4(17),435,0.2,-,0.6,-,0.3,-,-,-,6.23
467,Myron Boadu,21, FW,,,7(24),945,0.3,0.1,0.5,-,-,0.1,-,-,6.22
468,Waniss Taibi,20, Midfielder,,,1(6),127,1.1,0.1,0.9,-,0.1,0.3,-,-,6.22
469,Bradley Barcola,19, Forward,,,2(9),258,0.6,0.2,0.5,-,0.1,0.6,0.1,-,6.21
470,Patrick Berg,24, M(C),,,2(12),297,1,0.3,0.4,-,0.2,0.3,0.1,-,6.21
471,Léo Leroy,22, DMC,,,7(17),620,1.3,0.3,1,-,0.3,0.9,0.2,-,6.21
472,Bryan Djile Nokoue,20, Defender,,,0(2),56,1.5,0.5,-,-,0.5,-,-,-,6.21
473,William Mikelbrencis,18, M(R),,,8(1),615,1.2,0.6,1.4,0.2,0.8,0.3,0.3,-,6.2
474,Issouf Sissokho,20, M(C),,,6(1),439,2.4,1,1.7,-,-,1.3,0.1,-,6.2
475,Adrian Grbic,25, FW,,,4(12),510,0.1,-,0.4,-,0.4,0.3,0.1,-,6.2
476,Felix Lemarechal,18, Midfielder,,,0(1),8,-,-,-,-,-,1,-,-,6.2
477,Jimmy Briand,36, M(LR),FW,,1(16),212,0.1,0.1,0.3,-,0.1,0.1,-,-,6.2
478,Suk Hyun-Jun,30, FW,,,0(9),145,-,-,0.8,-,0.2,-,-,-,6.19
479,Yannis M'Bemba,20, Defender,,,0(2),4,-,-,-,-,0.5,-,-,-,6.19
480,Jordan Tell,24, Forward,,,1(14),279,0.3,-,0.2,-,-,0.2,-,-,6.19
481,Habib Diarra,18, Midfielder,,,1(3),107,0.5,-,0.5,-,-,-,-,-,6.18
482,Leny Yoro,16, Defender,,,0(1),12,1,-,-,-,-,-,-,-,6.17
