,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
234,Andreas Linde,28, GK,,,12,1080,-,0.1,-,-,0.2,-,-,-,6.54
235,Rafal Gikiewicz,34, GK,,,34,3060,0.1,0.1,-,-,0.8,0.1,-,-,6.54
236,Jean-Paul Boëtius,28, AM(CL),FW,,19(14),1802,1.2,0.8,0.6,-,0.2,0.9,0.1,-,6.54
237,Rafael Czichos,32, D(C),,,16(1),1404,1.7,1.1,0.9,1.1,3,0.8,0.8,1,6.54
238,Marcus Thuram,24, AM(L),FW,,8(12),885,0.3,0.3,0.6,-,0.3,0.2,-,-,6.54
239,Alessandro Schöpf,28, M(CLR),,,27(4),2407,1.3,1,0.9,-,0.6,0.5,0.2,-,6.54
240,Omar Richards,24, D(L),M(L),,5(7),437,1.6,0.3,1.3,-,0.4,0.4,0.1,-,6.54
241,Orel Mangala,24, M(C),,,22(6),1863,0.6,0.4,0.9,-,0.6,0.4,0.1,-,6.53
242,Andrés Andrade,23, D(CL),,,12(5),1046,1.6,1.1,0.8,0.5,2.5,1.1,0.4,-,6.53
243,Roland Sallai,25, AM(CLR),FW,,18(13),1560,0.7,0.4,0.9,-,0.4,0.5,-,-,6.53
244,Timothy Tillman,23, AM(C),,,23(6),2018,1.5,0.4,1.3,-,0.8,0.8,0.1,-,6.53
245,Sardar Azmoun,27, FW,,,4(5),358,0.3,-,0.9,-,0.9,0.6,-,-,6.53
246,Masaya Okugawa,26, AM(CL),FW,,30(3),2545,1.4,0.6,0.7,-,0.4,0.8,-,-,6.52
247,Tanguy Nianzou,20, D(C),,,6(11),577,0.6,0.4,0.8,0.1,1,0.2,0.1,-,6.52
248,Dedryck Boyata,31, D(C),,,22(1),1900,0.7,0.7,0.5,0.5,5.8,0.1,0.6,-,6.52
249,Julian Ryerson,24, D(R),M(CR),,13(15),1421,1,0.6,0.4,-,1.1,0.3,0.1,-,6.52
250,Micky van de Ven,21, Defender,,,2(3),189,0.8,0.4,-,0.2,1.4,0.2,0.2,-,6.52
251,Kingsley Ehizibue,27, D(R),M(R),,6(10),675,2,0.6,0.9,0.1,1.4,0.6,0.3,-,6.52
252,Marc Roca,25, DMC,,,4(5),378,1,0.7,1.1,-,0.4,0.7,-,-,6.51
253,Milos Pantovic,25, AM(CLR),,,18(10),1539,0.7,0.6,0.9,-,0.3,0.7,0.1,-,6.51
254,Christopher Lenz Eintracht,27, D(L),M(L),,6(9),659,1.9,0.5,1,0.1,1.4,0.6,0.3,-,6.51
255,Dan-Axel Zagadou,23, D(CL),,,10(5),950,0.9,1,0.8,0.3,2.5,0.2,0.3,-,6.51
256,Aster Vranckx,19, M(C),,,12(12),1139,1.4,0.5,1.7,-,0.6,0.5,0.3,-,6.51
257,Jeong Woo-Yeong,22, AM(CR),FW,,23(9),1795,0.5,0.2,0.3,-,0.3,0.3,-,-,6.51
258,Jérôme Roussillon,29, D(L),M(L),,18(8),1779,0.5,0.5,0.4,0.1,1.2,0.2,0.2,-,6.5
259,Marco Richter,24, AM(CLR),FW,,19(11),1716,1,0.5,1,-,0.7,0.8,0.1,-,6.5
260,Nico Schulz,29, D(L),M(L),,9(7),834,1.3,0.7,0.8,0.1,0.4,0.8,0.1,-,6.5
261,Michael Esser,34, GK,,,3,270,-,-,-,-,1,0.3,-,-,6.49
262,Pavao Pervan,34, GK,,,6,540,-,-,-,-,1.2,-,-,-,6.49
263,Marvin Friedrich,26, D(C),,,7(1),600,1.8,0.6,0.5,0.5,3.3,0.3,0.4,-,6.49
264,Ondrej Duda,27, AM(C),FW,,20(11),1618,0.7,0.5,1.3,-,0.3,0.5,0.1,-,6.49
265,Eric Choupo-Moting,33, M(CLR),FW,,1(19),363,0.5,0.3,0.4,-,0.1,0.4,-,-,6.49
266,Pascal Stenzel,26, D(CR),M(R),,9(7),894,1.5,0.7,0.8,0.1,1.4,1,0.2,-,6.49
267,Lucas Tousart,25, DMC,,,22(8),1961,1.4,1.2,1.1,-,1.8,0.8,0.2,-,6.49
268,Angelo Stiller,21, DMC,,,18(8),1692,1.2,0.3,1,0.1,0.6,0.5,0.2,-,6.48
269,Dodi Lukébakio,24, AM(CLR),FW,,7(12),873,0.4,0.7,0.8,-,0.1,0.5,-,-,6.48
270,Danny Blum,31, AM(LR),FW,,2(11),339,0.2,0.2,0.2,-,0.1,0.2,-,-,6.48
271,Alfred Finnbogason,33, FW,,,3(7),288,0.3,0.2,0.3,-,0.8,0.2,0.1,-,6.48
272,Joe Scally,19, D(R),M(R),,20(10),1905,1.3,0.7,0.9,0.2,1.1,0.8,0.1,-,6.48
273,Rubén Vargas,23, AM(CLR),FW,,26(3),2005,1,0.6,1.1,-,0.3,0.7,-,-,6.48
274,Jonathan Schmid,31, D(R),M(CLR),,6(7),583,0.9,0.5,0.3,0.2,1,0.2,0.1,-,6.47
275,Kevin Akpoguma,27, D(CR),M(R),,19(7),1535,1.3,0.8,1,0.3,0.9,0.5,0.1,-,6.47
276,Delano Burgzorg,23, AM(L),,,0(3),24,0.3,-,0.3,-,-,0.3,-,-,6.47
277,Bouna Sarr,30, D(R),M(CLR),,0(5),59,0.8,1.2,-,-,-,0.2,0.2,-,6.46
278,Anderson Lucoqui,24, D(L),M(L),,9(4),743,1.6,0.8,1.3,-,0.6,0.8,0.2,-,6.46
279,Andreas Luthe,35, GK,,,27,2430,-,-,-,-,0.7,-,-,-,6.45
280,Marius Wolf,27, D(R),M(CLR),,15(12),1324,1,0.5,0.6,0.1,0.2,0.4,-,-,6.45
281,Takuma Asano,27, AM(CLR),FW,,20(7),1618,0.4,0.3,0.6,-,0.3,0.5,-,-,6.45
282,Jacob Laursen,27, D(L),,,20(4),1641,0.7,1.2,0.5,0.2,1.7,0.5,0.3,1,6.45
283,Manuel Prietl,30, M(C),,,23(3),2122,2.3,1.5,1.5,0.2,1.2,1.4,0.1,-,6.45
284,Jan Thielmann,20, AM(CLR),FW,,10(19),1182,0.8,0.3,0.4,-,0.3,0.5,0.1,-,6.45
285,Peter Pekarík,35, D(LR),M(R),,26(1),2239,1.7,1.1,0.9,0.3,1.9,0.5,0.4,-,6.44
286,Gian-Luca Itter,23, D(CL),,,16(8),1453,1.8,0.5,0.8,0.1,2,0.7,0.4,-,6.44
287,Sebastian Vasiliadis,24, M(C),,,16(3),1199,1.6,1.3,0.7,0.1,1.6,1.4,0.1,-,6.44
288,Steffen Tigges,23, Forward,,,0(9),105,0.4,-,0.1,-,0.2,0.1,0.1,-,6.43
289,Jamie Leweling,21, AM(R),FW,,22(11),1959,0.4,0.4,0.5,-,0.2,0.4,-,-,6.43
290,Luca Netz,19, D(L),M(L),,16(7),1313,1,0.6,0.3,0.2,1,1.3,0.2,-,6.43
291,Kristijan Jakic Eintracht,25, DMC,,,21(5),1883,1.4,0.8,1.2,-,0.9,1.8,0.1,-,6.43
292,Elvis Rexhbecaj,24, M(C),,,29(2),2469,1.3,0.9,1.1,-,0.5,0.7,0.2,-,6.43
293,Jürgen Locadia,28, AM(LR),FW,,4(7),442,0.4,0.1,0.9,-,0.2,-,-,-,6.43
294,Florian Niederlechner,31, AM(CR),FW,,13(13),1153,0.2,0.2,0.5,-,0.2,0.3,-,1,6.43
295,Alexander Schwolow,30, GK,,,25,2176,-,0.1,0.1,-,1,-,-,-,6.43
296,Sebastian Rode Eintracht,31, D(R),M(C),,10(7),763,0.9,0.8,0.4,-,0.5,0.7,0.1,-,6.42
297,Clinton Mola,21, D(L),,,1(2),113,1,1,-,-,0.3,0.7,1.7,-,6.42
298,Hannes Wolf,23, M(CLR),,,2(5),306,3.3,0.3,1.4,-,0.1,1.4,-,-,6.42
299,Aymen Barkok Eintracht,24, AM(CR),,,2(3),159,1.2,1,0.8,-,1.2,1,0.2,-,6.42
300,Nils Petersen,33, FW,,,3(19),568,0.2,0.1,0.1,-,0.8,0.5,-,-,6.42
301,Sebastian Griesbeck,31, D(C),DMC,,28(1),2441,2.1,1.5,1.1,0.2,3.2,0.8,0.4,2,6.42
302,Tyler Adams,23, D(R),M(CR),,12(12),1345,1,0.7,0.8,0.1,0.6,0.8,-,-,6.41
303,Stefan Lainer,29, D(R),M(R),,18(2),1389,1,0.7,0.4,0.3,1.2,0.8,0.3,-,6.41
304,Jorge Meré,25, D(C),,,5(3),489,1.1,1.3,0.5,1,2.4,0.4,0.5,-,6.41
305,Manuel Gulde,31, D(C),,,14(6),1230,0.9,0.9,0.9,0.2,1.8,0.2,0.4,-,6.41
306,Philipp Förster,27, M(CLR),FW,,11(9),970,1,0.2,0.8,0.1,0.1,0.8,0.1,-,6.41
307,Lucas Alario,29, FW,,,5(22),642,0.2,-,0.3,-,0.2,0.1,-,-,6.4
308,Fabian Kunze,23, DMC,,,13(9),1260,1.6,0.9,1.7,-,1.1,0.8,0.1,-,6.4
309,Maximilian Philipp,28, AM(CLR),FW,,12(10),969,0.7,0.2,0.4,-,0.2,0.7,-,-,6.4
310,Paul Seguin,27, D(R),DMC,,23(4),2110,1.9,0.7,1.6,-,1,1.1,0.1,-,6.4
311,Florian Müller,24, GK,,,30,2700,-,-,-,-,0.9,-,-,-,6.4
312,Philipp Pentke,37, GK,,,1,90,-,-,-,-,-,-,-,-,6.4
313,Mads Pedersen,25, D(L),M(L),,15(14),1392,1,0.5,0.8,-,0.9,0.5,0.1,-,6.4
314,Renato Steffen,30, M(CLR),,,13(7),972,1,0.7,1,-,0.7,0.4,-,-,6.39
315,Nick Viergever,32, D(CL),DMC,,24,2134,1.3,1.5,0.6,0.5,4.8,0.4,0.9,-,6.39
316,Robert Gumny,24, D(CLR),,,27(1),2278,1.7,1,1,0.4,1.8,0.6,0.3,-,6.39
317,Herbert Bockhorn,27, D(R),M(R),,6(11),751,1.2,0.8,0.4,0.1,0.9,0.5,0.1,-,6.39
318,Felix Passlack,24, D(LR),M(CR),,5(5),470,1.3,0.4,0.5,0.2,0.4,0.6,0.1,1,6.39
319,Marin Pongracic,24, D(C),,,9(8),823,1,1,0.7,0.3,1.8,0.2,0.3,-,6.39
320,Sascha Burchert,32, GK,,,14,1260,0.1,-,-,-,1.2,0.1,-,-,6.38
321,Dominique Heintz,28, D(CL),,,7,474,1.1,1,0.9,-,2,0.4,0.6,-,6.38
322,Sebastian Andersson,30, FW,,,13(13),1254,0.4,0.1,0.9,-,0.5,0.2,-,-,6.38
323,Patrick Herrmann,31, M(LR),FW,,5(18),744,0.7,0.3,0.3,-,0.3,0.7,-,-,6.38
324,Marcel Sabitzer,28, M(CLR),FW,,8(17),900,0.7,0.4,0.6,-,0.4,0.4,-,-,6.38
325,Justin Hoogma,23, D(C),,,3,270,2,1.3,1.3,1,1.3,0.7,1.7,-,6.38
326,Jeremy Dudziak,26, D(LR),M(CL),,15(7),1139,0.8,0.5,0.5,-,0.1,0.5,-,-,6.38
327,Edimilson Fernandes,26, M(CR),,,2(5),282,0.3,0.3,0.4,0.1,0.9,0.4,0.3,-,6.38
328,Dodi Lukébakio,24, AM(CLR),FW,,2(1),176,0.7,0.7,1.3,-,-,0.7,-,-,6.37
329,Roberto Massimo,21, M(R),,,11(8),879,0.7,0.2,0.4,-,0.2,0.6,-,-,6.37
330,Julian Chabot,24, D(C),,,2(2),208,2,0.8,1.3,0.3,1.3,0.8,0.5,-,6.37
331,Ajdin Hrustic Eintracht,25, M(CLR),,,9(14),960,0.7,0.4,0.6,-,0.3,0.9,-,-,6.37
332,Andreas Voglsammer,30, AM(LR),FW,,5(27),865,0.4,0.1,0.5,-,0.2,0.3,0.1,-,6.37
333,Tobias Strobl,32, D(CR),DMC,,4(1),325,1.6,1.4,1.2,-,0.6,1.6,0.4,-,6.37
334,Hans Nunoo Sarpei,23, D(C),DMC,,7(1),643,2,1.8,0.9,0.4,2.5,0.5,0.6,-,6.36
335,Timothy Chandler Eintracht,32, D(R),M(LR),,15(2),1218,1.1,1.1,1,0.1,1.6,0.8,0.2,-,6.36
336,Marcus Ingvartsen,26, AM(CR),FW,,6(20),668,0.1,0.2,0.6,-,0.2,0.2,-,-,6.36
337,Mike van der Hoorn,29, D(C),,,0(1),13,1,1,-,-,1,-,-,-,6.36
338,Sebastian Rudy,32, D(R),M(CR),,7(14),764,1,0.5,0.6,-,0.4,0.5,0.1,-,6.36
339,Marcel Lotka,21, GK,,,9(1),884,0.1,0.1,-,-,1,-,-,-,6.36
340,Jetro Willems,28, D(L),DMC,M(L),20(4),1612,1.3,0.6,0.6,0.2,1.6,0.5,0.1,-,6.36
341,Sven Michel,31, AM(L),FW,,2(11),330,0.8,0.1,0.9,-,0.1,0.5,-,-,6.35
342,Kevin Behrens,31, FW,,,2(22),480,0.1,0.1,0.6,-,0.3,0.2,-,-,6.35
343,Patrick Osterhage,22, M(C),,,6(6),574,0.8,0.9,0.4,-,0.6,0.3,0.1,-,6.34
344,András Schäfer,23, M(C),,,1(7),233,0.5,0.3,0.8,-,0.5,0.6,0.1,-,6.34
345,Dominique Heintz,28, D(CL),,,0(1),28,-,1,-,-,-,-,-,-,6.34
346,Marcus Ingvartsen,26, AM(CR),FW,,2,124,-,1,1,-,0.5,1,-,-,6.34
347,Márton Dárdai,20, D(C),,,9(3),759,0.8,1.7,0.8,0.5,2.6,0.8,0.5,-,6.34
348,Davie Selke,27, FW,,,10(15),997,0.2,-,1.2,-,0.4,0.1,-,-,6.34
349,Bryan Lasme,23, FW,,,7(16),869,0.3,-,0.7,-,0.4,0.1,-,-,6.33
350,Havard Nielsen,28, AM(CL),FW,,14(12),1371,0.7,0.3,1,-,0.8,0.5,-,-,6.33
351,Marwin Hitz,34, GK,,,4(1),405,-,-,-,-,0.4,-,-,-,6.33
352,Jannes Horn,25, D(CL),M(L),,3(8),474,0.5,0.3,0.4,0.3,0.8,0.4,0.1,-,6.33
353,Keven Schlotterbeck,25, D(C),,,3(9),311,0.9,0.9,0.8,0.2,2,0.1,0.3,-,6.33
354,Janni Serra,24, FW,,,15(11),1125,0.2,0.2,0.6,-,0.7,0.2,0.1,-,6.33
355,Jens Petter Hauge Eintracht,22, AM(CLR),,,9(17),1031,0.5,0.1,0.6,-,0.2,0.6,-,-,6.33
356,Kevin Vogt,30, D(CR),M(C),,29(1),2570,0.7,0.4,0.9,0.8,3.3,0.3,0.2,-,6.33
357,Marco John,20, M(L),,,0(2),40,-,0.5,-,0.5,-,0.5,-,-,6.33
358,Gonçalo Paciência Eintracht,27, FW,,,4(14),505,0.2,0.1,0.5,-,0.2,0.1,-,-,6.31
359,Danny da Costa Eintracht,28, D(R),M(R),,7(4),724,1.4,1,0.7,0.4,1.5,1.1,0.1,-,6.31
360,Christoph Kramer,31, DMC,,,7(11),742,1.6,0.7,0.6,-,0.4,0.9,0.3,-,6.31
361,Tobias Raschl,22, M(C),,,7(3),598,1.2,0.3,0.7,-,0.1,0.2,0.1,-,6.3
362,Kevin Stöger,28, M(CL),,,1(22),403,0.4,0.2,0.4,-,-,0.3,-,-,6.3
363,Cedric Itten,25, FW,,,7(5),634,0.4,0.2,1.6,-,0.3,0.4,-,-,6.3
364,Janik Haberer,28, M(CLR),FW,,7(19),806,0.5,0.6,0.8,-,0.4,0.5,0.2,-,6.3
365,Ermedin Demirovic,24, FW,,,9(22),862,0.4,-,0.9,-,0.2,0.3,-,-,6.3
366,Wahidullah Faghir,18, Forward,,,0(6),120,-,-,-,-,-,0.2,-,-,6.3
367,Linus Gechter,18, D(C),,,6(7),713,1.2,0.8,0.5,0.5,2.2,0.5,0.5,-,6.3
368,Malik Tillman,20, Forward,,,1(3),103,0.5,0.5,1,-,-,0.3,0.3,-,6.3
369,Mijat Gacinovic,27, M(CLR),,,1(3),108,0.8,0.3,1,-,0.5,-,-,-,6.3
370,Raphael Framberger,26, D(R),M(R),,9(14),840,1.1,0.4,0.7,0.1,0.9,0.6,0.1,-,6.29
371,Daley Sinkgraven,26, D(L),M(CL),,3(9),346,0.5,0.3,-,-,0.4,0.3,0.1,-,6.29
372,Louis Schaub,27, AM(CR),,,6(22),640,0.6,0.1,0.3,-,0.1,0.3,0.1,-,6.29
373,Fredrik Jensen,24, AM(C),FW,,2(10),410,0.4,0.2,0.2,-,0.3,0.3,0.1,-,6.29
374,Daniel Didavi,32, AM(CR),FW,,2(8),272,0.6,0.1,0.3,-,0.1,0.3,0.1,-,6.29
375,Håvard Nordtveit,31, D(CR),DMC,,1(10),295,0.6,0.9,0.2,0.3,0.9,-,0.1,-,6.29
376,Andi Zeqiri,22, FW,,,11(11),1032,0.6,0.1,0.9,-,0.5,0.4,-,-,6.29
377,Krzysztof Piatek,26, FW,,,4(5),346,0.2,-,1.1,-,0.7,0.1,-,-,6.29
378,Almamy Touré Eintracht,26, D(CR),M(R),,5(5),509,1.2,0.5,0.8,0.2,1.7,1.3,0.3,-,6.28
379,Mateo Klimowicz,21, AM(C),FW,,7(8),602,0.9,0.3,0.6,-,0.1,0.7,-,-,6.28
380,Maximilian Bauer,22, D(C),,,18(8),1687,1.1,1.1,1,0.3,3.8,0.7,0.5,1,6.28
381,Jacob Bruun Larsen,23, AM(CL),,,9(16),804,0.1,0.2,0.2,-,0.2,0.2,0.1,-,6.28
382,Tanguy Coulibaly,21, M(CLR),FW,,11(10),1082,1.3,0.2,1.1,-,0.5,0.5,0.1,-,6.27
383,Felix Uduokhai,24, D(C),,,8(5),784,0.7,0.7,0.5,0.3,2.5,0.4,0.6,-,6.27
384,Deyovaisio Zeefuik,24, D(R),M(R),,6(5),563,1,1,0.4,0.1,1.7,0.5,0.4,-,6.27
385,Timothy Fosu-Mensah,24, D(CR),,,0(6),140,0.8,0.3,0.2,-,0.3,-,-,-,6.27
386,Gonzalo Castro,34, D(L),M(CR),,4(8),433,0.7,0.3,0.6,-,0.2,0.3,-,-,6.27
387,Niklas Tauer,21, Midfielder,,,6(5),487,1.5,0.8,0.8,-,1.2,0.5,0.2,-,6.27
388,Soma Novothny,27, Forward,,,0(6),75,0.2,-,0.3,-,0.3,0.2,-,-,6.27
389,Kevin-Prince Boateng,35, M(CLR),FW,,9(10),696,0.3,0.3,1.1,0.1,0.6,0.3,0.1,-,6.26
390,Christopher Antwi-Adjei,28, AM(CLR),,,11(13),1038,0.9,-,0.6,-,0.3,0.8,-,-,6.26
391,Jurgen Ekkelenkamp,22, AM(C),,,6(15),713,0.4,0.2,0.5,-,0.2,0.2,0.1,-,6.26
392,David Nemeth,21, Defender,,,2(4),309,0.5,1,0.2,0.2,1.7,0.3,0.2,-,6.26
393,Vincent Vermeij,27, FW,,,0(1),2,-,-,-,-,-,-,-,-,6.25
394,Robert Skov,26, D(L),M(LR),,3(9),362,0.3,0.3,0.5,-,0.3,0.6,-,-,6.25
395,Kingsley Schindler,28, D(R),M(R),FW,1(17),335,0.1,0.3,0.1,0.1,0.3,0.2,0.1,-,6.25
396,Nadiem Amiri,25, M(CLR),,,3(10),362,0.6,0.4,0.2,-,-,0.3,0.2,-,6.25
397,Sargis Adamyan,29, AM(CLR),FW,,2(11),324,0.6,0.1,0.4,-,0.2,0.6,-,-,6.25
398,Hwang Hee-Chan,26, AM(CLR),FW,,0(2),47,-,0.5,-,-,-,-,-,-,6.25
399,Tim Lemperle,20, Midfielder,,,0(13),137,0.3,0.2,0.3,-,0.2,0.2,-,-,6.24
400,Erik Thommy,27, M(CLR),,,1(10),267,0.2,0.4,0.2,-,-,0.1,-,-,6.24
401,Nikolas Nartey,22, M(CL),,,4(4),401,0.8,0.9,1.4,-,0.6,0.8,0.3,-,6.24
402,Andrey Lunev,30, GK,,,1,90,-,-,-,-,1,-,-,-,6.24
403,Lucas Copado,18, Forward,,,0(1),16,1,-,-,-,-,-,-,-,6.24
404,László Bénes,24, AM(C),,,2(11),239,0.4,0.2,0.1,-,0.4,0.4,0.2,-,6.24
405,Sam Lammers Eintracht,25, FW,,,5(10),515,0.3,0.1,0.5,0.1,0.3,0.3,0.1,-,6.24
406,Tomás Ostrák,22, Midfielder,,,0(5),26,0.2,0.2,0.2,-,-,0.4,-,-,6.24
407,Ádám Szalai,34, FW,,,2(10),255,0.3,-,0.8,-,-,0.2,-,-,6.24
408,Lukas Klünter,26, D(CR),M(R),,2(3),193,0.2,0.4,1,-,0.4,0.8,-,-,6.23
409,Noah Katterbach,21, D(L),,,0(1),16,1,-,-,-,1,-,-,-,6.23
410,Ricardo Pepi,19, FW,,,4(7),476,0.4,0.3,0.1,-,0.7,0.6,-,-,6.22
411,Myziane Maolida,23, AM(LR),FW,,9(5),780,0.5,0.1,0.7,-,0.4,0.4,-,-,6.22
412,Cimo Röcker,28, Defender,,,0(1),21,-,2,-,-,-,-,-,-,6.22
413,Sven Ulreich,33, GK,,,6,540,-,-,-,-,0.3,-,-,-,6.22
414,Carlos Gruezo,27, DMC,,,9(8),971,1.3,0.5,1.6,-,0.9,0.8,0.1,-,6.22
415,Hugo Novoa,19, Forward,,,1(7),130,0.5,0.1,0.1,-,-,0.6,-,-,6.21
416,Noah Sarenren Bazee,25, AM(R),,,1(13),230,0.4,0.1,0.4,-,0.2,0.1,0.1,-,6.21
417,Robin Hack,23, AM(CLR),FW,,13(17),1356,0.5,0.2,0.6,-,0.1,0.6,-,-,6.21
418,Enzo Millot,19, Midfielder,,,0(6),48,0.3,0.2,0.3,-,0.2,0.2,-,-,6.21
419,Gabriel Vidovic,18, Forward,,,0(3),33,-,-,-,-,-,-,-,-,6.2
420,George Bello,20, D(L),M(L),,3(7),427,0.7,0.6,0.4,-,1.1,-,0.4,1,6.2
421,Iker Bravo,17, Forward,,,0(1),11,1,-,-,-,-,-,-,-,6.2
422,Ragnar Ache Eintracht,23, FW,,,1(12),249,0.2,-,0.4,-,0.1,0.2,-,-,6.2
423,Levin Öztunali,26, M(CLR),,,5(13),564,0.8,0.2,0.8,-,0.7,0.6,-,-,6.2
424,Julian Baumgartlinger,34, DMC,,,1(5),84,0.5,0.3,0.3,-,-,0.2,-,-,6.19
425,Kiliann Sildillia,20, Defender,,,1(6),167,1,0.3,0.1,-,1,0.4,-,-,6.19
426,Marcel Sabitzer,28, M(CLR),FW,,0(2),47,1,0.5,0.5,-,-,-,-,-,6.19
427,Gian-Luca Waldschmidt,26, AM(CLR),FW,,9(5),719,0.6,0.6,0.7,-,0.1,0.6,-,-,6.19
428,Florian Krüger,23, AM(CLR),FW,,12(15),1112,0.1,0.1,0.3,-,0.4,0.3,-,-,6.18
429,Ansgar Knauff,20, M(R),,,0(5),110,0.6,-,0.8,-,0.6,0.8,-,-,6.18
430,Stefan Ilsanker Eintracht,33, D(CR),DMC,,3(9),261,1.2,0.5,0.4,0.1,1.3,0.4,0.2,-,6.18
431,Julian Eitschberger,18, Defender,,,1,46,-,2,-,-,1,1,1,-,6.18
432,Lennard Maloney,22, Defender,,,0(2),7,0.5,-,-,-,-,-,-,-,6.18
433,Jan Morávek,32, M(C),,,5(12),466,0.6,0.4,0.3,-,0.5,0.7,0.1,-,6.18
434,Daniel Brosinski,33, D(LR),M(LR),,4(7),386,0.2,0.3,0.1,0.1,0.5,-,-,-,6.17
435,Felix Nmecha,21, Midfielder,,,1(15),308,0.2,0.4,0.4,-,0.4,0.1,-,-,6.17
436,Dennis Jastrzembski,22, Forward,,,1(7),222,0.3,0.6,0.4,-,0.3,0.8,-,-,6.17
437,Brian Brobbey,20, FW,,,1(8),124,0.1,-,0.3,0.1,-,-,-,-,6.17
438,Keanan Bennetts,23, AM(R),,,0(4),47,0.5,-,0.5,-,-,-,-,-,6.17
439,Luca Wollschläger,19, Forward,,,0(2),14,0.5,-,0.5,-,-,0.5,-,-,6.16
440,Saulo Decarli,30, D(C),,,0(1),8,-,-,-,-,-,-,-,-,6.16
441,Sergio Córdova,24, FW,,,2(11),318,0.3,-,0.4,-,0.3,0.1,-,-,6.16
442,Fredrik Bjørkan,23, Defender,,,2(7),349,1.3,0.7,0.3,-,0.8,0.2,0.2,-,6.16
443,Anton Kade,18, Forward,,,0(4),74,1,0.8,0.5,-,-,1.5,-,-,6.15
444,Finn Dahmen,24, GK,,,2,180,-,-,-,-,1.5,-,-,-,6.15
445,Yannik Keitel,22, DMC,,,5(7),501,0.9,0.1,1.1,-,0.7,0.8,0.1,1,6.14
446,Baptiste Santamaría,27, DMC,,,0(1),20,-,1,-,-,1,1,-,-,6.14
447,Dickson Abiama,23, FW,,,5(19),715,0.5,0.2,0.7,-,0.3,0.3,-,-,6.14
448,Zidan Sertdemir,17, Midfielder,,,0(3),15,0.7,-,-,-,-,-,-,-,6.13
449,Julian Green,27, M(CL),FW,,12(12),1052,0.4,0.3,0.5,-,0.4,0.3,0.1,-,6.13
450,Burak Ince,18, Midfielder,,,1(4),138,0.2,-,0.4,-,-,0.2,-,-,6.13
451,Omer Faruk Beyaz,18, Midfielder,,,0(4),68,1,0.5,-,-,-,1,-,-,6.13
452,Justin Che,18, D(R),,,0(2),39,1,0.5,-,-,-,0.5,-,-,6.12
453,Youssoufa Moukoko,17, Forward,,,1(15),210,0.1,0.2,0.3,-,-,0.1,-,-,6.12
454,Paul Nebel,19, Midfielder,,,2(8),226,0.5,-,0.8,-,0.1,0.1,-,-,6.12
455,Solomon Bonnah,18, Defender,,,0(1),6,-,1,-,-,-,-,-,-,6.11
456,Alexis Tibidi,18, Forward,,,2(11),380,0.5,0.2,0.8,-,0.2,0.1,-,-,6.11
457,Simon Asta,21, D(R),M(R),,9(4),784,1,0.6,1,-,1.1,0.3,0.2,1,6.1
458,Paul Wanner,16, Midfielder,,,0(4),36,0.5,-,0.3,-,-,-,-,-,6.1
459,Keita Endo,24, Midfielder,,,0(4),53,0.3,-,-,-,-,-,-,-,6.09
460,Kevin Möhwald,28, M(CR),,,3(13),349,0.4,0.2,0.4,-,0.4,0.4,-,-,6.09
461,Nathan de Medina,24, D(R),,,7(12),768,0.9,0.5,0.7,0.2,1.5,0.2,0.2,-,6.09
462,Lasse Günther,19, Forward,,,1(4),159,1.6,0.4,0.6,0.2,0.2,0.8,-,-,6.08
463,Cedric Teuchert,25, AM(CLR),FW,,0(6),99,0.5,-,0.2,-,-,0.7,-,-,6.08
464,Anthony Ujah,31, FW,,,0(3),32,-,-,1.3,-,-,-,-,-,6.08
465,Kasim Adams,26, D(C),,,0(3),3,-,-,-,-,0.3,0.3,-,-,6.08
466,Silvère Ganvoula,25, FW,,,0(9),145,-,-,0.2,-,0.1,0.1,-,-,6.07
467,Mohamed Sankoh,18, Forward,,,0(1),4,-,-,-,-,-,-,-,-,6.07
468,Afimico Pululu,23, Forward,,,0(8),62,0.1,-,0.5,-,-,0.1,-,-,6.07
469,Joel Pohjanpalo,27, FW,,,0(2),10,-,-,0.5,-,-,-,-,-,6.07
470,Ilaix Moriba,19, M(C),,,0(2),30,-,0.5,0.5,-,-,2,-,-,6.07
471,Adrian Fein,23, DMC,,,0(3),29,-,0.7,0.3,-,-,0.3,-,-,6.06
472,Reinier,20, AM(C),,,1(12),153,0.4,-,0.2,-,-,-,-,-,6.06
473,Javairô Dilrosun,23, AM(CLR),,,1(1),137,1.5,-,1.5,-,-,-,-,-,6.06
474,Luis Hartwig,19, Forward,,,0(1),1,-,-,-,-,-,-,-,-,6.06
475,Kevin Paredes,19, M(L),,,0(2),13,0.5,-,0.5,-,-,-,-,-,6.06
476,Mathias Olesen,21, Midfielder,,,0(3),14,-,0.3,-,-,-,-,-,-,6.05
477,Tarsis Bonga,25, Forward,,,0(3),14,-,-,-,-,-,-,-,-,6.05
478,Philipp Tschauner,36, GK,,,0(1),3,-,-,-,-,-,-,-,-,6.05
479,Tobias Sippel,34, GK,,,1,90,-,-,-,-,1,-,-,-,6.05
480,Silas,23, M(LR),FW,,3(6),271,0.6,0.2,0.3,-,-,0.4,-,-,6.05
481,Admir Mehmedi,31, M(CLR),FW,,0(1),3,-,-,-,-,-,-,-,-,6.04
