Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Robin Hack Arminia Bielefeld,23, AM(CLR),FW,,13(17),-,2,1,0.6,0.9,0.7,0.1,1.2,1.9,6.21,1356
Enzo Millot Stuttgart,19, Midfielder,,,0(6),-,1,-,0.2,0.2,0.2,-,0.5,0.8,6.21,48
Gabriel Vidovic Bayern,18, Forward,,,0(3),-,-,-,0.7,1,-,-,0.7,0.3,6.2,33
George Bello Arminia Bielefeld,20, D(L),M(L),,3(7),-,-,0.3,0.2,0.9,0.6,0.1,0.4,1,6.2,427
Iker Bravo Leverkusen,17, Forward,,,0(1),-,-,-,-,-,-,-,-,1,6.2,11
Ragnar Ache Eintracht Frankfurt,23, FW,,,1(12),-,1,0.8,0.2,0.5,0.6,0.5,0.7,1.2,6.2,249
Levin Öztunali Union Berlin,26, M(CLR),,,5(13),-,-,0.4,0.3,0.2,0.4,0.2,0.5,1.3,6.2,564
Julian Baumgartlinger Leverkusen,34, DMC,,,1(5),-,-,-,-,-,-,-,-,-,6.19,84
Kiliann Sildillia Freiburg,20, Defender,,,1(6),-,-,-,0.3,0.3,0.1,-,0.1,0.1,6.19,167
Marcel Sabitzer RBL,28, M(CLR),FW,,0(2),-,-,1,-,0.5,-,-,1,-,6.19,47
Gian-Luca Waldschmidt Wolfsburg,26, AM(CLR),FW,,9(5),1,-,1.2,0.4,0.4,0.6,-,0.9,1.7,6.19,719
Florian Krüger Arminia Bielefeld,23, AM(CLR),FW,,12(15),1,2,0.7,0.4,0.3,0.3,0.1,0.3,0.9,6.18,1112
Ansgar Knauff Borussia Dortmund,20, M(R),,,0(5),-,-,0.2,0.2,0.8,0.2,0.2,-,1.2,6.18,110
Stefan Ilsanker Eintracht Frankfurt,33, D(CR),DMC,,3(9),-,-,0.3,-,-,0.1,0.1,0.1,0.2,6.18,261
Julian Eitschberger Hertha Berlin,18, Defender,,,1,-,-,-,-,-,2,-,-,-,6.18,46
Lennard Maloney Borussia Dortmund,22, Defender,,,0(2),-,-,-,0.5,-,-,-,-,-,6.18,7
Jan Morávek Augsburg,32, M(C),,,5(12),-,-,0.1,0.4,0.3,0.1,-,0.4,0.5,6.18,466
Daniel Brosinski Mainz,33, D(LR),M(LR),,4(7),-,-,0.1,0.7,-,0.3,-,0.2,0.5,6.17,386
Felix Nmecha Wolfsburg,21, Midfielder,,,1(15),-,-,0.6,-,0.3,0.6,-,0.4,0.9,6.17,308
Dennis Jastrzembski Hertha Berlin,22, Forward,,,1(7),-,-,0.1,0.5,0.4,0.4,-,0.1,0.8,6.17,222
Brian Brobbey RBL,20, FW,,,1(8),-,2,0.4,0.3,0.2,0.2,-,0.1,0.9,6.17,124
Keanan Bennetts Borussia M.Gladbach,23, AM(R),,,0(4),-,-,0.3,-,0.8,-,-,-,0.8,6.17,47
Luca Wollschläger Hertha Berlin,19, Forward,,,0(2),-,-,0.5,0.5,-,-,-,0.5,-,6.16,14
Saulo Decarli Bochum,30, D(C),,,0(1),-,-,1,-,-,-,-,-,-,6.16,8
Sergio Córdova Augsburg,24, FW,,,2(11),-,-,0.5,0.2,0.2,0.8,0.4,0.7,0.6,6.16,318
Fredrik Bjørkan Hertha Berlin,23, Defender,,,2(7),-,-,-,0.2,0.4,0.3,-,0.3,0.8,6.16,349
Anton Kade Hertha Berlin,18, Forward,,,0(4),-,-,0.3,-,0.3,0.5,-,-,0.5,6.15,74
Finn Dahmen Mainz,24, GK,,,2,-,-,-,-,-,-,-,-,-,6.15,180
Yannik Keitel Freiburg,22, DMC,,,5(7),-,-,0.8,0.3,0.2,0.4,-,0.4,0.8,6.14,501
Baptiste Santamaría Freiburg,27, DMC,,,0(1),-,-,-,-,-,-,-,-,-,6.14,20
Dickson Abiama Greuther Fuerth,23, FW,,,5(19),-,1,0.8,0.3,0.3,0.5,0.6,0.4,1.2,6.14,715
Zidan Sertdemir Leverkusen,17, Midfielder,,,0(3),-,-,-,0.3,-,-,-,1,0.3,6.13,15
Julian Green Greuther Fuerth,27, M(CL),FW,,12(12),-,-,0.8,0.4,0.3,1.6,-,0.2,0.8,6.13,1052
Burak Ince Arminia Bielefeld,18, Midfielder,,,1(4),-,-,0.8,0.2,0.6,0.8,0.2,0.6,0.4,6.13,138
Omer Faruk Beyaz Stuttgart,18, Midfielder,,,0(4),-,-,0.8,-,-,-,-,0.3,1.5,6.13,68
Justin Che Hoffenheim,18, D(R),,,0(2),-,-,0.5,-,-,-,-,-,-,6.12,39
Youssoufa Moukoko Borussia Dortmund,17, Forward,,,1(15),2,-,0.5,0.1,-,0.3,0.3,0.3,0.5,6.12,210
Paul Nebel Mainz,19, Midfielder,,,2(8),-,1,0.3,0.4,0.4,0.3,0.1,0.5,1.4,6.12,226
Solomon Bonnah RBL,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.11,6
Alexis Tibidi Stuttgart,18, Forward,,,2(11),-,-,0.3,0.3,0.2,0.9,0.3,0.3,1.2,6.11,380
Simon Asta Greuther Fuerth,21, D(R),M(R),,9(4),-,-,0.2,0.2,0.3,0.7,0.2,0.2,0.6,6.1,784
Paul Wanner Bayern,16, Midfielder,,,0(4),-,-,-,0.3,0.3,0.3,-,0.5,0.5,6.1,36
Keita Endo Union Berlin,24, Midfielder,,,0(4),-,-,0.5,0.3,-,0.5,0.3,-,0.5,6.09,53
Kevin Möhwald Union Berlin,28, M(CR),,,3(13),-,-,0.6,0.2,0.1,0.3,0.1,0.4,0.4,6.09,349
Nathan de Medina Arminia Bielefeld,24, D(R),,,7(12),-,-,0.3,-,-,0.5,-,0.3,0.6,6.09,768
Lasse Günther Augsburg,19, Forward,,,1(4),-,-,0.4,0.2,0.2,0.2,-,0.2,0.2,6.08,159
Cedric Teuchert Union Berlin,25, AM(CLR),FW,,0(6),-,-,0.5,0.3,-,0.2,0.2,0.3,0.8,6.08,99
Anthony Ujah Union Berlin,31, FW,,,0(3),-,-,1,0.3,-,0.3,-,0.3,-,6.08,32
Kasim Adams Hoffenheim,26, D(C),,,0(3),-,-,0.3,-,-,-,-,-,-,6.08,3
Silvère Ganvoula Bochum,25, FW,,,0(9),-,-,0.3,-,0.2,0.1,0.7,0.4,1,6.07,145
Mohamed Sankoh Stuttgart,18, Forward,,,0(1),-,-,1,-,-,-,-,-,-,6.07,4
Afimico Pululu Greuther Fuerth,23, Forward,,,0(8),-,-,0.1,-,0.8,1,0.1,0.5,0.6,6.07,62
Joel Pohjanpalo Leverkusen,27, FW,,,0(2),-,-,-,-,-,-,0.5,-,-,6.07,10
Ilaix Moriba RBL,19, M(C),,,0(2),-,-,0.5,-,-,1.5,-,0.5,1,6.07,30
Adrian Fein Greuther Fuerth,23, DMC,,,0(3),-,-,0.3,0.3,-,-,-,0.3,-,6.06,29
Reinier Borussia Dortmund,20, AM(C),,,1(12),-,-,0.1,-,0.4,0.2,-,0.5,0.2,6.06,153
Javairô Dilrosun Hertha Berlin,23, AM(CLR),,,1(1),-,-,0.5,-,1,1,-,1.5,1.5,6.06,137
Luis Hartwig Bochum,19, Forward,,,0(1),-,-,-,-,-,-,-,-,-,6.06,1
Kevin Paredes Wolfsburg,19, M(L),,,0(2),-,-,-,-,-,-,-,-,0.5,6.06,13
Mathias Olesen FC Koln,21, Midfielder,,,0(3),-,-,-,0.3,-,-,-,-,0.3,6.05,14
Tarsis Bonga Bochum,25, Forward,,,0(3),-,-,1,-,0.3,-,-,0.3,1,6.05,14
Philipp Tschauner RBL,36, GK,,,0(1),-,-,-,-,-,-,-,-,-,6.05,3
Tobias Sippel Borussia M.Gladbach,34, GK,,,1,-,-,-,-,-,-,-,-,-,6.05,90
Silas Stuttgart,23, M(LR),FW,,3(6),-,-,0.1,-,0.9,0.8,0.3,1,2.7,6.05,271
Admir Mehmedi Wolfsburg,31, M(CLR),FW,,0(1),-,-,-,-,-,-,-,-,-,6.04,3
Bartosz Bialek Wolfsburg,20, Forward,,,1(11),-,-,0.5,0.2,-,0.2,-,0.4,0.5,6.04,171
Matej Maglica Stuttgart,23, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.04,5
Sebastian Griesbeck Union Berlin,31, D(C),DMC,,0(1),-,-,-,-,-,-,-,-,-,6.04,8
Torben Müsel Borussia M.Gladbach,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.04,4
Omar Marmoush Wolfsburg,23, AM(L),FW,,0(2),-,-,0.5,0.5,-,-,-,-,0.5,6.03,22
Umut Tohumcu Hoffenheim,17, Midfielder,,,0(1),-,-,-,-,-,1,-,-,-,6.03,4
Noah Weißhaupt Freiburg,20, Forward,,,0(10),-,-,-,0.3,0.3,0.2,-,0.2,0.6,6.03,91
Merveille Papela Mainz,21, Midfielder,,,0(5),-,-,0.2,-,-,-,-,0.2,1,6.03,80
Abdourahmane Barry Greuther Fuerth,22, D(C),,,1(7),-,-,0.1,0.3,0.1,0.4,-,0.3,1.1,6.03,204
Chris Richards Bayern,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6.02,2
Christian Früchtl Bayern,22, Goalkeeper,,,0(1),-,-,-,-,-,-,-,-,-,6.02,9
Daniel Ginczek Wolfsburg,31, AM(R),FW,,0(2),-,-,0.5,-,-,-,-,-,0.5,6.02,12
Lilian Egloff Stuttgart,19, Midfielder,,,0(4),-,-,-,0.3,-,-,-,-,1.3,6.01,29
Marten Winkler Hertha Berlin,19, Forward,,,0(1),-,-,-,-,-,1,-,-,-,6.01,25
Conor Noß Borussia M.Gladbach,21, Forward,,,0(3),-,-,0.3,0.3,-,-,-,-,0.7,6.01,50
Ermin Bicakcic Hoffenheim,32, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,4
Immanuel Pherai Borussia Dortmund,21, AM(L),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Lion Semic Borussia Dortmund,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6,2
Luca Kilian Mainz,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Naouirou Ahamada Stuttgart,20, Midfielder,,,0(3),-,-,-,-,-,0.3,-,-,1,6,57
Nils Seufert Greuther Fuerth,25, AM(C),,,1(3),-,-,-,-,-,0.3,-,-,-,6,98
Romario Rösch Mainz,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,1,6,1
Stephan Fürstner Mainz,34, DMC,,,0(1),-,-,-,-,-,-,-,-,-,6,4
Panagiotis Retsos Leverkusen,23, D(CLR),,,0(4),-,-,0.3,-,0.3,0.3,-,-,-,6,28
Fisnik Asllani Hoffenheim,19, Forward,,,0(2),-,-,-,-,-,-,-,-,-,5.99,7
Lee Dong-Jun Hertha Berlin,25, Midfielder,,,1(3),-,-,0.8,-,0.5,0.8,0.3,1,1.5,5.99,117
Sidney Raebiger RBL,17, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,3
Tom Bischof Hoffenheim,16, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,13
Gideon Jung Greuther Fuerth,27, D(C),DMC,,1(4),-,-,-,-,0.2,0.8,-,-,0.2,5.96,140
Marius Funk Greuther Fuerth,26, GK,,,8,-,-,-,0.4,-,0.1,-,-,-,5.96,720
Joscha Wosz RBL,19, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.95,8
Lennart Czyborra Arminia Bielefeld,23, D(L),M(L),,1(3),-,-,-,-,0.3,-,-,0.8,0.3,5.89,130
Antonios Papadopoulos Borussia Dortmund,22, Midfielder,,,0(2),-,-,-,-,-,-,-,-,0.5,5.88,15
Thomas Delaney Borussia Dortmund,30, DMC,,,0(1),-,-,-,-,-,-,-,-,-,5.88,17
Josep Martínez RBL,24, Goalkeeper,,,1,-,-,-,-,-,-,-,-,-,5.86,90
Roman Bürki Borussia Dortmund,31, GK,,,1,-,-,-,-,-,-,-,-,-,5.85,90
Robert Tesche Bochum,35, M(C),,,5(6),-,-,0.2,-,-,0.1,0.1,0.3,-,5.82,349
Jens Grahl Eintracht Frankfurt,33, GK,,,1,-,-,-,-,-,-,-,-,-,5.81,90
Hugo Siquet Freiburg,19, D(R),M(R),,0(1),-,-,-,-,-,-,-,-,1,5.74,21
Nick Proschwitz Hoffenheim,35, FW,,,0(1),-,-,1,-,-,-,-,1,-,5.73,26
Benjamin Uphoff Freiburg,28, GK,,,2,-,-,-,-,-,-,-,-,-,5.1,180
