Name,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Mathias Olesen,21, Midfielder,,,0(3),-,-,-,0.3,-,-,-,-,0.3,6.05,14
Tarsis Bonga,25, Forward,,,0(3),-,-,1,-,0.3,-,-,0.3,1,6.05,14
Philipp Tschauner,36, GK,,,0(1),-,-,-,-,-,-,-,-,-,6.05,3
Tobias Sippel,34, GK,,,1,-,-,-,-,-,-,-,-,-,6.05,90
Silas,23, M(LR),FW,,3(6),-,-,0.1,-,0.9,0.8,0.3,1,2.7,6.05,271
Admir Mehmedi,31, M(CLR),FW,,0(1),-,-,-,-,-,-,-,-,-,6.04,3
Bartosz Bialek,20, Forward,,,1(11),-,-,0.5,0.2,-,0.2,-,0.4,0.5,6.04,171
Matej Maglica,23, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6.04,5
Sebastian Griesbeck,31, D(C),DMC,,0(1),-,-,-,-,-,-,-,-,-,6.04,8
Torben Müsel,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,-,6.04,4
Omar Marmoush,23, AM(L),FW,,0(2),-,-,0.5,0.5,-,-,-,-,0.5,6.03,22
Umut Tohumcu,17, Midfielder,,,0(1),-,-,-,-,-,1,-,-,-,6.03,4
Noah Weißhaupt,20, Forward,,,0(10),-,-,-,0.3,0.3,0.2,-,0.2,0.6,6.03,91
Merveille Papela,21, Midfielder,,,0(5),-,-,0.2,-,-,-,-,0.2,1,6.03,80
Abdourahmane Barry,22, D(C),,,1(7),-,-,0.1,0.3,0.1,0.4,-,0.3,1.1,6.03,204
Chris Richards,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6.02,2
Christian Früchtl,22, Goalkeeper,,,0(1),-,-,-,-,-,-,-,-,-,6.02,9
Daniel Ginczek,31, AM(R),FW,,0(2),-,-,0.5,-,-,-,-,-,0.5,6.02,12
Lilian Egloff,19, Midfielder,,,0(4),-,-,-,0.3,-,-,-,-,1.3,6.01,29
Marten Winkler,19, Forward,,,0(1),-,-,-,-,-,1,-,-,-,6.01,25
Conor Noß,21, Forward,,,0(3),-,-,0.3,0.3,-,-,-,-,0.7,6.01,50
Ermin Bicakcic,32, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,4
Immanuel Pherai,21, AM(L),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Lion Semic,18, Defender,,,0(1),-,-,-,-,-,-,-,-,-,6,2
Luca Kilian,22, D(C),,,0(1),-,-,-,-,-,-,-,-,-,6,1
Naouirou Ahamada,20, Midfielder,,,0(3),-,-,-,-,-,0.3,-,-,1,6,57
Nils Seufert,25, AM(C),,,1(3),-,-,-,-,-,0.3,-,-,-,6,98
Romario Rösch,22, Midfielder,,,0(1),-,-,-,-,-,-,-,-,1,6,1
Stephan Fürstner,34, DMC,,,0(1),-,-,-,-,-,-,-,-,-,6,4
Panagiotis Retsos,23, D(CLR),,,0(4),-,-,0.3,-,0.3,0.3,-,-,-,6,28
Fisnik Asllani,19, Forward,,,0(2),-,-,-,-,-,-,-,-,-,5.99,7
Lee Dong-Jun,25, Midfielder,,,1(3),-,-,0.8,-,0.5,0.8,0.3,1,1.5,5.99,117
Sidney Raebiger,17, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,3
Tom Bischof,16, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.98,13
Gideon Jung,27, D(C),DMC,,1(4),-,-,-,-,0.2,0.8,-,-,0.2,5.96,140
Marius Funk,26, GK,,,8,-,-,-,0.4,-,0.1,-,-,-,5.96,720
Joscha Wosz,19, Midfielder,,,0(1),-,-,-,-,-,-,-,1,-,5.95,8
Lennart Czyborra,23, D(L),M(L),,1(3),-,-,-,-,0.3,-,-,0.8,0.3,5.89,130
Antonios Papadopoulos,22, Midfielder,,,0(2),-,-,-,-,-,-,-,-,0.5,5.88,15
Thomas Delaney,30, DMC,,,0(1),-,-,-,-,-,-,-,-,-,5.88,17
Josep Martínez,24, Goalkeeper,,,1,-,-,-,-,-,-,-,-,-,5.86,90
Roman Bürki,31, GK,,,1,-,-,-,-,-,-,-,-,-,5.85,90
Robert Tesche,35, M(C),,,5(6),-,-,0.2,-,-,0.1,0.1,0.3,-,5.82,349
Jens Grahl Eintracht,33, GK,,,1,-,-,-,-,-,-,-,-,-,5.81,90
Hugo Siquet,19, D(R),M(R),,0(1),-,-,-,-,-,-,-,-,1,5.74,21
Nick Proschwitz,35, FW,,,0(1),-,-,1,-,-,-,-,1,-,5.73,26
Benjamin Uphoff,28, GK,,,2,-,-,-,-,-,-,-,-,-,5.1,180
