Player.1,Age,position1,position2,position3,Apps,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Mins
Kylian Mbappé PSG,23, AM(LR),FW,,34(1),28,17,4.2,2,3.2,1.5,1.1,1.6,3.2,8.04,3032
Andy Delort Montpellier,30, AM(R),FW,,3,2,1,4.7,3,0.3,1,-,0.7,3.3,7.82,270
Lionel Messi PSG,34, AM(CR),FW,,24(2),6,14,3.4,2.4,2.5,1.3,0.4,1.6,1.8,7.77,2153
Neymar PSG,30, AM(CLR),FW,,22,13,6,2.5,2.8,2.6,3.2,0.5,3,3.7,7.65,1861
Tetê Lyon,22, AM(R),,,7(2),2,5,1.9,1.4,2.4,2,0.3,1.2,1.6,7.48,585
Gaëtan Laborde Montpellier,28, AM(CLR),FW,,4,3,-,3.5,1,0.3,0.8,-,0.8,2,7.47,342
Benjamin Bourigeaud Rennes,28, M(CLR),,,38,11,12,1.3,3.2,0.2,0.2,0.1,0.5,1.1,7.44,3215
Dimitri Payet Marseille,35, M(CLR),FW,,28(3),12,10,2.2,3.2,0.9,1.4,0.1,1.1,1.4,7.44,2597
Martin Terrier Rennes,25, AM(CL),FW,,37,21,3,2.4,1.1,0.8,1.1,0.2,0.6,1.6,7.41,2805
Téji Savanier Montpellier,30, M(C),,,28(1),8,7,2.8,2.1,2.6,2.7,0.1,1.2,2.9,7.4,2422
Mamadou Mbow Reims,22, Defender,,,1,-,-,-,-,1,-,-,-,-,7.33,90
Aurélien Tchouaméni Monaco,22, DMC,,,33(2),3,2,1.6,0.6,1.1,1.7,0.1,0.9,0.5,7.32,2933
Sofiane Boufal Angers,28, AM(CLR),FW,,28(1),8,4,2.2,1.9,3.1,2.8,0.5,2.6,3.8,7.27,2345
Danilo Barbosa Nice,26, D(C),DMC,,1,-,-,-,-,-,-,-,-,4,7.26,90
Lucas Paquetá Lyon,24, AM(CR),FW,,32(3),9,6,2.5,1.2,2.3,1.8,0.2,2.2,3.2,7.24,2713
Jonathan Clauss Lens,29, D(R),M(R),,35(2),5,11,1.1,2,0.8,0.4,0.1,0.4,1.3,7.22,3063
Marco Verratti PSG,29, M(C),,,23(1),2,2,0.3,1.3,1.9,2,-,0.9,1.2,7.21,1951
Bruno Guimarães Lyon,24, DMC,,,19(1),-,3,0.6,1.8,1.9,3,0.1,1.4,1.3,7.21,1642
Moussa Dembele Lyon,25, FW,,,25(5),21,4,2.9,0.9,0.8,0.6,0.3,1.5,3.1,7.21,2209
Romain Faivre Brest,23, AM(CLR),,,20(1),7,5,1.8,1.8,2,1.3,-,1.5,2.8,7.2,1801
Ángel Di María PSG,34, M(CLR),FW,,19(7),5,7,2,2.1,1.2,0.5,0.3,0.6,1.8,7.17,1654
Karl Toko-Ekambi Lyon,29, AM(LR),FW,,26(4),12,5,2.5,1.3,1.5,0.5,0.3,1.3,2.2,7.15,2305
Gaëtan Laborde Rennes,28, AM(CLR),FW,,32(2),12,8,2.5,1.1,0.3,0.6,0.6,0.6,2.7,7.14,2741
Andrei Girotto Nantes,30, D(C),DMC,,36,6,1,1.3,0.3,0.2,0.8,-,0.1,0.5,7.13,3150
Franck Honorat Brest,25, M(LR),,,34,11,4,1.8,1.7,1.1,0.6,0.1,0.9,2.3,7.13,2911
Andy Delort Nice,30, AM(R),FW,,26(6),16,2,3.1,1,0.6,1.3,0.5,0.8,2.1,7.09,2449
Marcin Bulka Nice,22, Goalkeeper,,,1,-,-,-,-,-,-,-,-,-,7.08,90
Youcef Atal Nice,26, D(R),M(R),,13(4),2,1,0.8,0.8,1.1,1.4,0.2,1.1,1.1,7.08,1144
Lovro Majer Rennes,24, AM(CR),,,21(8),6,8,1.6,1.6,1,1.1,-,0.9,1.6,7.06,1841
Ludovic Ajorque Strasbourg,28, FW,,,31(5),12,8,1.6,1.3,0.4,1,0.4,1,1.9,7.05,2743
Wissam Ben Yedder Monaco,31, AM(C),FW,,29(8),25,5,1.9,0.9,0.7,0.6,0.6,1.2,1.7,7.04,2541
Boubakar Kouyaté Metz,25, D(C),,,30,1,-,0.7,0.1,0.2,0.9,0.2,0.2,1,7.04,2666
Frédéric Guilbert Strasbourg,27, D(CLR),M(R),,28(5),-,4,0.7,1.4,1,0.7,0.1,0.6,1.2,7.04,2521
Romain Faivre Lyon,23, AM(CLR),,,9(5),3,-,1.4,1.9,1.6,1.2,0.1,0.8,1.7,7.03,889
Marcelo Lyon,35, D(C),,,2,-,-,1,-,0.5,0.5,-,0.5,-,7.02,180
Amine Gouiri Nice,22, AM(L),FW,,32(6),10,9,2,1.3,1.6,0.9,0.2,1.5,1.8,7.01,2765
Moses Simon Nantes,26, M(CLR),FW,,29(1),6,8,1.4,2.2,1.4,0.9,0.1,1.7,2.5,7.01,2352
Randal Kolo Muani Nantes,23, AM(R),FW,,34(2),12,4,1.5,1.1,1.7,2,0.5,2,3.1,7.01,2958
Hamari Traoré Rennes,30, D(R),M(R),,33,3,10,0.9,1,0.3,0.7,0.3,0.2,0.9,7,2898
Kamaldeen Sulemana Rennes,20, AM(L),,,11(9),4,2,1.3,1.1,2.7,0.7,0.2,1.3,1.9,7,1018
Lenny Lacroix Metz,19, Defender,,,2(1),-,1,0.7,0.7,-,-,-,0.3,0.3,7,201
Benjamin André Lille,31, D(R),M(CLR),,33,2,1,0.5,0.5,0.6,1.7,0.1,0.8,1.6,6.99,2764
Jimmy Cabot Angers,28, M(LR),,,24,-,4,0.5,0.8,1.9,1.3,-,0.9,2.5,6.99,2012
Florian Sotoca Lens,31, AM(C),FW,,28(7),6,4,2,0.9,0.9,1,0.2,0.7,1.9,6.99,2487
Florian Tardieu Troyes,30, M(C),,,29(1),4,2,0.8,1.6,0.7,1.2,-,0.6,0.6,6.98,2631
Marshall Munetsi Reims,25, D(C),DMC,,20(4),5,1,1.3,0.3,0.3,0.9,0.1,0.4,1.8,6.95,1886
Adrien Thomasson Strasbourg,28, M(CLR),,,27(4),8,4,1.5,1.1,1,1.1,0.1,1.1,2,6.94,2397
Seko Fofana Lens,27, M(C),,,38,8,1,2.6,1.1,2.1,1.2,0.1,1.3,2.3,6.94,3364
Abdoulaye Bakayoko Saint-Etienne,19, Defender,,,4,-,-,-,-,1,1.3,-,0.5,1.5,6.94,309
Simon Banza Lens,25, FW,,,1(3),1,1,1.5,0.5,1,1.8,-,0.8,0.5,6.94,123
Ludovic Blas Nantes,24, M(CLR),FW,,35,10,5,2.6,1.2,1.7,1.6,0.1,2.3,2.7,6.94,2978
Cheick Oumar Doucouré Lens,22, DMC,,,33(1),1,4,0.9,1.2,0.7,0.7,-,0.9,1.1,6.94,2948
Abdou Diallo PSG,26, D(CL),,,10(2),-,1,0.2,0.3,1.6,0.3,-,0.5,1.1,6.93,877
Houssem Aouar Lyon,23, M(CL),,,29(7),6,4,2.1,1.1,1.9,1.1,0.1,1.4,2,6.93,2508
Jonas Omlin Montpellier,28, GK,,,29,-,-,-,-,-,0.1,-,-,-,6.93,2589
Danilo Pereira PSG,30, D(C),DMC,,22(5),5,-,0.7,0.2,0.3,0.9,-,0.2,0.7,6.93,2039
Achraf Hakimi PSG,23, D(LR),M(R),,28(4),4,6,0.6,1,0.7,0.4,0.2,0.4,1,6.93,2486
Fabien Centonze Metz,26, D(R),M(R),,18(1),4,1,0.8,0.6,1.5,1.6,-,0.7,1.9,6.92,1587
Emerson Lyon,27, D(L),M(L),,26(3),1,2,0.6,1.1,1,0.8,-,0.2,1.4,6.91,2267
Boubacar Kamara Marseille,22, D(CL),DMC,,31(3),1,-,0.6,0.7,0.5,1.2,-,0.4,0.9,6.91,2779
Sofiane Diop Monaco,21, AM(CLR),,,24(6),6,4,1.2,1.3,1.5,1.4,0.1,1.1,2.4,6.9,1959
Flavien Tait Rennes,29, M(CLR),,,24(4),5,3,1.5,1.1,1,1.7,0.1,1.1,1.6,6.9,2131
Steve Mounié Brest,27, FW,,,25(10),9,2,2.1,0.5,0.2,0.8,0.3,0.6,2.5,6.89,2313
Sergio Rico PSG,28, GK,,,0(1),-,-,-,-,-,-,-,-,-,6.89,22
Melvin Bard Nice,21, D(L),,,30(3),2,2,0.2,0.7,0.7,0.9,-,0.5,1.2,6.89,2593
Gerson Marseille,25, M(CLR),,,29(6),9,4,1.3,0.9,0.9,1.9,0.1,0.9,1.2,6.89,2553
Nayef Aguerd Rennes,26, D(C),,,31,2,2,0.8,0.1,0.2,0.5,-,0.1,0.2,6.88,2738
Denis Bouanga Saint-Etienne,27, M(CLR),FW,,28(6),9,6,2.5,1,1.6,1.4,0.1,1.9,3.4,6.88,2449
William Saliba Marseille,21, D(C),,,36,-,-,0.5,0.2,0.9,0.3,-,0.4,0.7,6.87,3240
Mattéo Guendouzi Marseille,23, M(C),,,35(3),4,6,1.3,0.9,0.8,1.8,-,1.2,1.6,6.87,3154
Jean-Clair Todibo Nice,22, D(C),,,35(1),1,-,0.5,0.4,0.4,0.3,-,0.2,0.6,6.87,3116
Brendan Chardonnet Brest,27, D(C),,,31(1),3,-,0.4,0.3,-,0.8,-,-,0.2,6.87,2687
Steve Mandanda Marseille,37, GK,,,9,-,-,-,0.1,-,-,-,-,-,6.87,810
Anthony Mandréa Angers,25, GK,,,10,-,-,-,-,-,0.2,-,-,-,6.87,900
Idrissa Gueye PSG,32, M(C),,,18(8),3,1,0.9,0.6,0.8,0.6,-,0.6,0.7,6.86,1641
Marquinhos PSG,28, D(CR),DMC,,32,5,-,0.7,0.2,0.1,0.3,-,0.1,0.3,6.86,2862
Youcef Belaïli Brest,30, AM(L),,,11(2),3,2,1.3,1.4,1.8,1.5,0.2,1.2,1.6,6.86,832
Christopher Wooh Lens,20, D(C),,,11(3),-,1,0.6,0.3,0.8,0.8,-,0.1,0.9,6.85,1051
Valentin Rongier Marseille,27, D(R),M(C),,25(7),-,1,0.9,0.5,0.9,0.9,-,0.5,0.9,6.85,2199
Predrag Rajkovic Reims,26, GK,,,38,-,-,-,-,-,0.2,-,-,0.1,6.85,3420
Renato Sanches Lille,24, M(CR),,,20(5),2,5,0.9,1.4,1.7,1.1,-,1.2,1.7,6.85,1657
Azor Matusiwa Reims,24, DMC,,,29,1,1,0.3,0.6,0.5,1,-,0.3,0.9,6.84,2469
Jonathan Gradit Lens,29, D(CR),,,35,-,-,0.1,0.4,0.5,1.1,-,0.3,0.4,6.84,3073
Ruben Aguilar Monaco,29, D(R),M(R),,22(6),-,2,0.4,0.4,0.2,1,-,0.2,1.1,6.84,2138
Ander Herrera PSG,32, M(C),,,12(7),3,2,0.7,0.9,0.3,0.3,0.2,0.3,0.9,6.84,1093
Hugo Ekitike Reims,19, FW,,,15(9),10,3,1.3,0.7,1,1.3,0.5,0.9,2.8,6.83,1275
Julien Laporte Lorient,28, D(C),,,33,2,-,0.5,0.2,0.2,0.8,-,0.1,0.2,6.83,2893
Mohamed Bayo Clermont Foot,24, FW,,,27(5),14,5,2.1,1,0.9,0.2,0.4,1.2,1.8,6.83,2426
Ghislain Konan Reims,26, D(L),M(L),,28,1,3,0.7,1.1,1.4,1.2,0.1,0.7,1.6,6.83,2422
Sven Botman Lille,22, D(C),,,25,3,1,0.6,0.3,0.2,0.5,-,0.1,0.4,6.83,2250
Baptiste Santamaría Rennes,27, DMC,,,28(6),2,1,1,0.5,0.5,0.6,-,0.5,0.9,6.83,2520
Cengiz Ünder Marseille,24, AM(CLR),,,25(7),10,2,1.8,1.1,0.8,1,0.4,0.8,2,6.82,2209
Xherdan Shaqiri Lyon,30, M(CLR),,,9(2),2,3,1.2,1.4,0.5,0.2,0.3,1,0.8,6.82,686
Reinildo Lille,28, D(CL),M(L),,18,1,-,0.3,0.2,0.8,1.5,0.1,0.5,0.9,6.81,1531
Jean Onana Bordeaux,22, DMC,,,23,3,2,0.9,0.7,0.7,1.6,-,0.9,2,6.81,1846
Eiji Kawashima Strasbourg,39, GK,,,1,-,-,-,-,-,-,-,-,-,6.81,90
Aleksandr Golovin Monaco,26, M(CLR),,,17(10),3,4,0.9,1.6,0.8,0.8,0.1,0.8,1,6.81,1505
Angelo Fulgini Angers,25, AM(CLR),FW,,35(1),5,4,1.6,1.4,1.4,2.3,0.1,1.5,2.2,6.81,2947
Nicolas de Préville Metz,31, AM(CLR),FW,,24(3),5,2,1.5,1,1.7,2,0.3,1.9,2.9,6.8,1982
Rominigue Kouamé Troyes,25, M(C),,,34,1,2,1.1,0.6,1.9,1.9,-,0.9,1.4,6.8,2977
Luan Peres Marseille,27, D(CL),,,29(5),-,2,0.1,0.5,0.4,0.5,-,0.4,0.8,6.8,2677
Ronaël Pierre-Gabriel Brest,23, D(LR),,,29(1),-,1,0.2,0.5,1.1,1,0.1,0.7,1,6.8,2555
Justin Kluivert Nice,23, AM(LR),,,25(3),4,5,1.1,1.3,1.5,1,0.2,1.3,1.8,6.79,1883
Mario Lemina Nice,28, DMC,,,24(8),2,-,0.5,0.2,0.8,0.7,-,0.4,0.7,6.79,1972
Vanderson Monaco,20, D(R),M(R),,12(5),2,1,0.8,0.6,1,0.6,0.2,1.1,2.6,6.79,1122
Ryad Boudebouz Saint-Etienne,32, M(CLR),FW,,27(3),3,4,0.9,1.8,1.8,1,-,1.4,1.7,6.79,2267
Steven Fortès Lens,30, D(C),,,1,-,-,-,-,1,-,-,1,1,6.79,90
Kevin Volland Monaco,29, AM(CLR),FW,,29(5),9,9,1.5,1,0.5,0.8,0.5,1,1.9,6.79,2450
Ibrahima Sissoko Strasbourg,24, D(C),DMC,,26(9),2,5,0.7,0.8,0.7,0.8,-,0.9,1.3,6.79,2306
Walter Benítez Nice,29, GK,,,37,-,-,-,-,-,0.2,-,-,-,6.79,3330
Romain Thomas Angers,33, D(C),,,29(1),2,-,0.5,0.1,0.1,0.6,-,0.2,0.1,6.78,2566
Keylor Navas PSG,35, GK,,,21,-,-,-,-,-,-,-,-,-,6.78,1858
Sergio Ramos PSG,36, D(CR),,,8(4),2,-,1,0.1,0.3,0.3,0.1,0.1,0.2,6.78,799
Laurent Abergel Lorient,29, DMC,,,34,-,3,0.9,1,1.1,2,-,1.2,1.5,6.78,2963
Sanjin Prcic Strasbourg,28, M(C),,,27(5),1,-,1.4,0.7,0.3,0.3,-,0.3,0.6,6.77,2197
Mahdi Camara Saint-Etienne,23, D(CR),DMC,,34(1),3,-,0.8,0.9,1,1.3,-,0.9,1.5,6.77,3074
Alban Lafont Nantes,23, GK,,,38,-,-,-,-,-,0.1,-,-,-,6.77,3420
Kevin Danso Lens,23, D(C),,,32(1),2,2,0.4,0.3,0.2,1.1,-,0.1,0.5,6.77,2793
Castello Lukeba Lyon,19, D(C),,,24,2,-,0.3,0.2,0.5,0.5,-,0.3,0.7,6.77,2097
Fali Candé Metz,24, D(L),M(L),,11,-,2,0.5,1.1,0.6,1,-,0.8,1.6,6.77,975
Benoît Badiashile Monaco,21, D(C),,,21(3),1,-,0.6,0.1,0.1,0.4,0.1,0.2,0.3,6.77,1837
Maxime Le Marchand Strasbourg,32, D(CL),,,9(3),1,1,0.3,0.2,0.3,0.2,-,-,0.3,6.77,857
Giulian Biancone Troyes,22, D(CLR),M(LR),,26(7),1,2,0.8,0.4,0.4,1,0.1,0.3,0.9,6.77,2292
Gelson Martins Monaco,27, M(LR),,,24(8),4,3,0.9,0.7,1.9,1,0.5,0.7,2.4,6.77,1921
Nabil Bentaleb Angers,27, M(C),,,18,1,-,0.8,0.2,1.1,0.7,-,0.5,1.8,6.76,1523
Presnel Kimpembe PSG,26, D(C),,,29(1),1,-,0.2,0.1,0.3,0.9,-,0.2,0.5,6.76,2580
Quentin Merlin Nantes,20, D(L),M(L),,21(7),2,3,0.4,1.1,0.6,0.1,-,0.4,0.9,6.76,1923
Wout Faes Reims,24, D(C),,,37,4,-,0.6,0.1,0.2,0.6,-,0.1,0.6,6.76,3330
Yunis Abdelhamid Reims,34, D(C),,,34,2,-,0.5,0.3,0.4,0.7,-,0.4,0.8,6.76,2984
Dimitri Lienard Strasbourg,34, D(L),M(CL),,23(10),2,3,0.7,1.1,0.3,0.8,0.1,0.3,0.9,6.76,2047
Rafinha PSG,29, M(CLR),,,3(2),-,-,1,0.4,1.2,1,-,0.4,1,6.75,221
Przemyslaw Frankowski Lens,27, M(CLR),,,28(9),6,5,0.9,1,0.4,0.2,0.1,0.5,1.1,6.75,2452
Matthieu Udol Metz,26, D(CL),M(L),,11(1),1,-,0.4,0.5,0.8,0.5,-,0.3,0.6,6.75,1006
Alexander Djiku Strasbourg,27, D(CR),DMC,,30(1),1,-,0.5,0.3,0.2,0.9,0.1,0.2,0.5,6.74,2697
Wahbi Khazri Saint-Etienne,31, M(CLR),FW,,26(4),10,-,2.4,1,1.1,1.6,0.7,1.6,2.6,6.74,2239
Enzo Le Fée Lorient,22, AM(CLR),,,25(11),2,3,0.9,1.4,1.2,1.4,-,1.3,1.9,6.74,2202
Anthony Lopes Lyon,31, GK,,,34,-,-,-,-,-,0.1,-,-,-,6.74,2984
Jordan Amavi Nice,28, D(L),M(L),,4(4),-,-,-,0.1,0.6,0.5,-,0.5,0.8,6.74,414
Caio Henrique Monaco,24, D(L),M(CL),,31(3),2,8,0.6,1.3,0.4,0.6,0.1,0.2,1.1,6.74,2670
Leandro Paredes PSG,27, DMC,,,10(5),1,2,0.5,0.5,0.4,0.5,-,0.1,0.3,6.73,842
Guillermo Maripán Monaco,28, D(C),,,21(5),-,-,0.3,0.1,0.2,0.4,-,-,0.4,6.73,1828
Saïdou Sow Saint-Etienne,19, D(C),,,11(2),2,1,0.2,0.3,0.4,0.3,-,0.2,0.6,6.73,992
Armand Laurienté Lorient,23, AM(LR),FW,,28(7),6,2,2.4,1.2,1.3,1.2,0.3,1.5,2.8,6.73,2493
Arbër Zeneli Reims,27, AM(LR),FW,,4(5),2,3,1.2,1,1.2,0.7,0.1,1,2.2,6.73,411
Anthony Caci Strasbourg,24, D(CLR),M(L),,26(11),1,3,0.4,0.8,0.6,0.6,0.1,0.5,0.9,6.73,2395
Jonathan David Lille,22, AM(C),FW,,32(6),15,-,1.8,0.9,0.7,1.2,0.2,0.9,2.5,6.73,2811
Mehmet Zeki Çelik Lille,25, D(R),M(R),,30(2),2,3,0.7,0.7,0.6,0.5,0.1,0.3,1,6.73,2698
Maxence Caqueret Lyon,22, DMC,,,26(5),-,-,0.5,0.8,1.2,0.9,-,0.8,1.6,6.73,2335
Tiago Djaló Lille,22, D(CLR),,,26(2),1,1,0.4,0.2,0.5,0.8,-,0.3,1,6.73,2330
Alexis Flips Reims,22, M(CR),,,13(12),2,4,0.8,1.2,0.5,0.5,-,0.6,1.3,6.73,1062
Amine Harit Marseille,24, AM(CLR),FW,,12(11),4,4,0.7,1.1,1.1,1.7,0.1,1.4,2.1,6.73,1168
Christophe Hérelle Brest,29, D(CR),,,23,-,-,0.3,0.1,0.1,1,-,0.1,0.3,6.73,1938
Youssouf Fofana Monaco,23, DMC,,,23(10),-,4,0.9,0.6,1.2,0.8,-,1,1.2,6.72,2187
Jean-Charles Castelletto Nantes,27, D(C),,,28,1,-,0.6,0.2,0.3,0.4,-,0.2,0.2,6.72,2512
Wylan Cyprien Nantes,27, M(C),,,17(7),2,3,0.8,1.3,0.6,0.7,-,0.7,0.6,6.72,1494
Thomas Mangani Angers,35, M(C),,,25(8),7,2,0.5,0.8,0.1,0.4,-,0.4,0.6,6.72,2195
Fodé Doucouré Reims,21, Defender,,,1(2),-,-,-,0.3,0.7,0.3,-,-,-,6.71,153
Dante Nice,38, D(C),,,33(1),-,-,0.4,0.2,0.2,0.4,-,-,0.4,6.71,2874
Stephy Mavididi Montpellier,24, AM(LR),FW,,27(3),8,3,2,0.8,1.3,1.5,0.2,2,2.6,6.71,2313
Nicolas Pallois Nantes,34, D(C),,,29(1),1,-,0.3,0.1,0.3,0.3,-,-,0.3,6.71,2450
Thomas Monconduit Lorient,31, DMC,,,26(8),3,2,1.1,0.9,0.8,1,-,0.4,0.9,6.71,2254
Gerzino Nyamsi Strasbourg,25, D(C),,,33(1),-,2,0.8,0.2,0.2,0.1,-,0.2,0.6,6.7,2983
Jean-Ricner Bellegarde Strasbourg,23, M(CLR),,,26(10),2,3,0.9,0.6,1.1,1.9,-,0.9,1.7,6.7,2337
José Fonte Lille,38, D(C),,,38,-,2,0.6,0.3,0.1,0.2,-,0.1,0.5,6.7,3420
Axel Disasi Monaco,24, D(C),,,30(2),1,-,0.6,0.2,0.3,0.4,0.1,0.2,0.3,6.7,2725
Habib Diallo Strasbourg,26, AM(R),FW,,16(15),11,1,1.6,0.5,0.5,0.6,0.5,0.8,2.2,6.7,1537
Juan Bernat PSG,29, D(L),M(CL),,12(3),-,-,0.1,0.3,0.9,0.6,0.1,0.3,0.5,6.69,965
Arnaud Kalimuendo-Muinga Lens,20, FW,,,27(5),12,-,1.9,0.7,0.8,1,0.4,1.9,2.5,6.69,2165
Gianluigi Donnarumma PSG,23, GK,,,17,-,-,-,-,0.1,0.1,-,-,-,6.69,1530
Josuha Guilavogui Bordeaux,31, D(C),M(C),,15,1,1,0.6,0.9,0.5,0.9,-,0.1,1.1,6.69,1332
Jonathan Bamba Lille,26, AM(CLR),FW,,28(3),1,3,1.6,1.5,1.1,1.8,0.5,1.8,2.5,6.69,2442
Kalifa Coulibaly Nantes,30, FW,,,9(12),5,-,1.2,0.4,0.3,0.4,0.3,0.4,1.4,6.69,848
Pedro Chirivella Nantes,25, DMC,,,31,3,1,0.7,0.8,0.3,0.8,-,0.3,0.5,6.69,2647
Jérémy Doku Rennes,20, AM(LR),,,4(10),1,2,0.4,0.6,2.6,1.1,-,1.4,2,6.68,467
Julian Pollersbeck Lyon,27, GK,,,4(2),-,-,-,-,-,0.2,-,-,-,6.68,435
Lucas Perrin Strasbourg,23, D(C),,,29(2),1,1,0.3,0.3,0.2,1,0.1,0.2,0.5,6.68,2508
Pablo Rosario Nice,25, DMC,,,31(5),-,2,0.5,0.6,0.5,0.6,0.1,0.5,1,6.68,2736
Malo Gusto Lyon,19, D(R),M(R),,21(9),-,4,0.4,0.8,0.6,0.7,0.1,0.5,1.3,6.68,1884
Mamadou Sakho Montpellier,32, D(C),,,29,-,-,-,0.1,0.1,0.3,-,0.2,0.7,6.68,2578
Lucien Agoume Brest,20, DMC,,,21(6),-,-,0.6,0.5,0.8,0.5,-,0.6,0.7,6.67,1869
Vital N'Simba Clermont Foot,28, D(L),,,31(3),1,3,0.6,0.9,1.3,1.4,-,1.2,1.4,6.67,2791
Akim Zedadka Clermont Foot,27, D(R),,,37(1),-,3,0.8,1.2,0.8,2.3,0.1,1.4,1.8,6.67,3338
Nuno Mendes PSG,19, D(L),M(L),,18(9),-,1,0.3,0.7,1,0.9,-,0.7,1,6.67,1654
Jason Denayer Lyon,26, D(CR),DMC,,12(3),3,-,0.4,0.1,0.1,0.3,-,0.1,0.2,6.67,1001
Vincent Pajot Metz,31, M(C),,,27(3),1,-,0.5,0.5,0.4,1.3,-,0.2,1,6.67,2320
Rémy Cabella Montpellier,32, M(CLR),FW,,3(2),-,-,0.4,1.6,1.4,0.6,-,1.8,0.6,6.67,313
Tanguy Ndombele Lyon,25, M(C),,,7(4),-,2,0.5,0.8,1.5,1.7,-,1.1,1.8,6.67,703
Facundo Medina Lens,23, D(CL),,,30(1),1,-,0.3,0.2,0.5,0.4,-,0.4,0.8,6.67,2597
Yacine Adli Bordeaux,21, M(C),,,25(11),1,7,0.9,1.7,1.3,0.8,0.1,1.3,1.6,6.67,2265
Xeka Lille,27, M(C),,,19(4),3,-,1,0.6,0.2,0.7,-,0.7,1.3,6.66,1622
Danylo Ignatenko Bordeaux,25, M(C),,,7(4),-,3,1.1,1.2,0.8,0.6,-,0.2,0.5,6.66,689
Léo Jardim Lille,27, GK,,,17,-,-,-,-,-,0.2,-,-,-,6.66,1530
Jean-Kévin Duverne Brest,24, D(CLR),,,33(4),1,3,0.3,0.7,0.5,0.8,0.1,0.6,1.2,6.66,3007
Habib Maïga Metz,26, DMC,M(R),,16(1),2,-,0.6,0.6,0.8,0.6,-,1.2,1.1,6.65,1274
Didier Lamkel Zé Metz,25, FW,,,8(1),3,-,1.6,0.6,0.9,1.6,0.4,2.6,3.3,6.65,609
Khéphren Thuram-Ulien Nice,21, DMC,,,20(16),4,2,0.6,0.6,0.9,0.4,-,0.6,0.9,6.65,1897
Elbasan Rashani Clermont Foot,29, AM(LR),,,22(7),8,3,1,0.5,0.7,1,0.2,1,1.8,6.65,1769
Kevin Gameiro Strasbourg,35, FW,,,28(7),11,3,1.9,0.8,0.5,0.5,0.4,1.1,1.7,6.65,2397
Haris Belkebla Brest,28, DMC,,,26(5),-,-,0.1,0.5,1,1.3,-,0.6,1.1,6.64,2312
Alberth Elis Bordeaux,26, AM(LR),FW,,16(4),9,1,1.6,0.8,0.8,1.2,0.5,1.6,2.7,6.64,1416
Johan Gastien Clermont Foot,34, DMC,,,32,-,1,0.8,0.8,0.4,1,-,0.6,0.8,6.64,2752
Léo Dubois Lyon,27, D(LR),M(R),,20(3),-,-,0.4,0.7,0.5,0.6,-,0.5,0.9,6.63,1747
Renaud Ripart Troyes,29, D(R),M(CLR),FW,22(6),2,2,1.5,0.6,0.8,1.5,0.2,1.3,1.9,6.63,1902
Jason Berthomier Clermont Foot,32, AM(C),,,22(7),1,5,0.8,1.6,0.8,0.5,0.1,0.6,1.3,6.63,1744
Dan Ndoye Nice,21, Forward,,,2(1),-,1,1,0.7,2,0.7,0.3,1,3.3,6.63,204
Marco Bizot Brest,31, GK,,,38,-,1,-,0.1,-,0.1,-,-,-,6.63,3420
El Bilal Touré Reims,20, FW,,,15(6),2,4,1.6,0.5,0.4,0.7,0.3,0.6,1.5,6.63,1201
Jordan Ferri Montpellier,30, M(C),,,33(1),-,2,0.4,0.9,1,2.1,-,1.4,1.1,6.62,2920
Damien Da Silva Lyon,34, D(C),,,13(4),-,-,0.7,0.1,0.1,0.2,-,-,0.4,6.62,1127
Matz Sels Strasbourg,30, GK,,,37,-,-,0.1,-,-,0.1,-,-,-,6.62,3330
Mihailo Ristic Montpellier,26, D(L),M(L),,19(10),1,3,0.6,0.6,1,0.9,-,0.7,1,6.62,1808
Loïc Badé Rennes,22, D(C),,,11(3),-,1,0.5,0.1,0.3,0.1,-,0.1,0.3,6.62,984
Junior Mwanga Bordeaux,19, Defender,,,1,-,-,-,-,1,-,-,-,-,6.62,90
Jonas Martin Rennes,32, M(CL),,,24(5),1,1,0.7,0.3,0.3,0.5,-,0.3,0.6,6.62,2111
Mickael Nade Saint-Etienne,23, D(C),,,29(1),1,-,0.2,0.2,0.3,1,-,0.3,0.5,6.62,2568
Bamba Dieng Marseille,22, AM(L),FW,,11(14),7,1,1.5,0.4,0.2,0.5,0.2,0.5,1,6.61,976
Hicham Boudaoui Nice,22, M(CR),,,21(8),3,2,0.6,0.5,0.8,0.7,0.1,0.8,1.4,6.61,1633
Lucas Da Cunha Nice,20, AM(R),,,5(5),-,1,1,1.3,0.9,0.5,-,0.5,1.5,6.61,392
Xavier Chavalerin Troyes,31, DMC,M(L),,31(3),5,2,0.9,0.7,0.4,0.4,0.2,0.4,1.1,6.61,2724
Erik Palmer-Brown Troyes,25, D(C),,,19(2),-,-,0.2,0.1,0.2,0.5,-,0.2,0.4,6.61,1739
Birger Meling Rennes,27, D(LR),DMC,,20(11),-,4,0.1,0.5,0.2,0.7,0.1,0.2,0.8,6.61,1828
