,Player,Name,Age,postion1,postion2,postion3,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
357,"358Brian OlivánMallorca, 28, D(CL)",Brian Oliván,28, D(CL),,,24(4),2189,1,-,7,-,0.7,68.2,0.8,-,6.43
358,"359SusoSevilla, 28, AM(CLR),FW",Suso,28, AM(CLR),FW,,6(2),390,-,1,-,-,0.8,80.4,-,-,6.43
359,"360Kike BarjaOsasuna, 25, AM(LR)",Kike Barja,25, AM(LR),,,9(12),863,2,-,2,-,0.8,77.7,0.4,-,6.43
360,"361Dani GarcíaAthletic Bilbao, 32, DMC",Dani García,32, DMC,,,27(5),2194,-,-,9,-,0.4,78.1,1.1,-,6.43
361,"362CoteOsasuna, 32, D(L)",Cote,32, D(L),,,12(11),1083,1,1,2,1,0.5,78.7,0.4,-,6.43
362,"363Álex SolaReal Sociedad, 22, Defender",Álex Sola,22, Defender,,,0(2),39,-,-,-,-,0.5,68.4,-,-,6.43
363,"364Manu MorlanesEspanyol, 23, DMC",Manu Morlanes,23, DMC,,,11(16),1143,2,-,6,1,0.3,86.4,0.7,-,6.42
364,"365Victor ChustCadiz, 22, D(C)",Victor Chust,22, D(C),,,20(5),1830,-,-,2,-,0.4,84.3,1.2,-,6.42
365,"366Mouctar DiakhabyValencia, 25, D(C)",Mouctar Diakhaby,25, D(C),,,21(8),1945,-,1,11,-,0.3,74.7,1.1,-,6.42
366,"367Alex TirleaDeportivo Alaves, 22, Defender",Alex Tirlea,22, Defender,,,0(1),14,-,-,-,-,-,71.4,-,-,6.42
367,"368Gonzalo VerdúElche, 33, D(C)",Gonzalo Verdú,33, D(C),,,17(3),1388,-,-,11,-,0.2,84.2,1.4,-,6.42
368,"369Antonio SánchezMallorca, 25, AM(CR)",Antonio Sánchez,25, AM(CR),,,19(10),1622,1,-,3,-,0.6,79.3,0.4,1,6.42
369,"370Martín AguirregabiriaDeportivo Alaves, 26, D(LR),M(R)",Martín Aguirregabiria,26, D(LR),M(R),,17(7),1619,-,1,4,-,0.2,68.4,1.3,-,6.42
370,"371Cristian TelloReal Betis, 30, M(LR)",Cristian Tello,30, M(LR),,,5(18),807,2,2,2,-,1.3,78.1,0.2,-,6.42
371,"372Igor ZubeldiaReal Sociedad, 25, D(C),DMC",Igor Zubeldia,25, D(C),DMC,,19(7),1649,-,1,7,-,0.3,87.6,1.6,-,6.41
372,"373Fernando CaleroEspanyol, 26, D(C)",Fernando Calero,26, D(C),,,13(3),1092,-,-,3,-,0.1,83.2,1.3,-,6.41
373,"374Marcos AndréValencia, 25, FW",Marcos André,25, FW,,,8(21),963,1,3,3,-,1,68.2,1.4,-,6.41
374,"375Keidi BareEspanyol, 24, DMC",Keidi Bare,24, DMC,,,18(7),1488,1,1,9,-,0.2,86.9,0.5,-,6.41
375,"376Moi GómezVillarreal, 27, M(CLR)",Moi Gómez,27, M(CLR),,,13(16),1280,2,2,2,-,0.4,82.8,0.4,-,6.41
376,"377Lee Kang-InMallorca, 21, AM(CR),FW",Lee Kang-In,21, AM(CR),FW,,15(15),1411,1,2,1,1,1.2,77.8,0.5,-,6.41
377,"378Óscar RodríguezSevilla, 23, AM(CLR)",Óscar Rodríguez,23, AM(CLR),,,4(7),416,-,-,1,-,1.3,83.2,0.3,-,6.41
378,"379Thiago GalhardoCelta Vigo, 32, AM(CL),FW",Thiago Galhardo,32, AM(CL),FW,,9(22),1135,2,2,5,-,1,63.8,1.5,-,6.4
379,"380Víctor DíazGranada, 33, D(CLR)",Víctor Díaz,33, D(CLR),,,19(4),1506,1,-,5,-,0.6,74.8,1.3,-,6.4
380,"381Joseba ZalduaReal Sociedad, 29, D(R)",Joseba Zaldua,29, D(R),,,14(10),1173,-,-,6,-,0.3,79.1,0.8,-,6.4
381,"382Randy NtekaRayo Vallecano, 24, AM(C),FW",Randy Nteka,24, AM(C),FW,,16(18),1462,3,-,3,-,0.9,67.3,1.8,1,6.4
382,"383Mario GasparVillarreal, 31, D(CR),M(R)",Mario Gaspar,31, D(CR),M(R),,7(5),622,-,-,1,-,0.3,79.2,0.7,-,6.4
383,"384Ludwig AugustinssonSevilla, 28, D(L),M(L)",Ludwig Augustinsson,28, D(L),M(L),,9(10),790,-,1,3,-,0.2,84.8,0.8,-,6.4
384,"385Nemanja RadojaLevante, 29, DMC",Nemanja Radoja,29, DMC,,,17(2),1224,-,-,3,-,0.3,84.1,0.9,-,6.4
385,"386Yunus MusahValencia, 19, M(CR)",Yunus Musah,19, M(CR),,,13(16),1262,1,-,5,-,0.2,77.4,0.6,-,6.4
386,"387Andrés GuardadoReal Betis, 35, D(L),M(CL)",Andrés Guardado,35, D(L),M(CL),,17(11),1394,-,1,4,-,0.5,84.8,0.4,-,6.4
387,"388Uros RacicValencia, 24, DMC",Uros Racic,24, DMC,,,13(15),1201,-,-,1,1,0.6,73.5,1.2,-,6.4
388,"389Rober PierLevante, 27, D(C),DMC",Rober Pier,27, D(C),DMC,,21(6),2009,1,-,3,1,0.3,79.9,1,-,6.4
389,"390Lucas PérezElche, 33, AM(CR),FW",Lucas Pérez,33, AM(CR),FW,,16(2),1279,2,1,-,-,0.8,78.8,0.1,-,6.4
390,"391FlorentinoGetafe, 22, M(C)",Florentino,22, M(C),,,9(13),986,-,1,2,-,0.1,78.9,0.8,-,6.4
391,"392David LópezEspanyol, 32, D(C),DMC",David López,32, D(C),DMC,,8(10),744,-,-,1,-,0.3,82.9,1.2,-,6.4
392,"393RoberReal Betis, 21, Forward",Rober,21, Forward,,,1(3),132,-,-,-,-,0.5,80,0.3,-,6.39
393,"394Guido CarrilloElche, 31, FW",Guido Carrillo,31, FW,,,11(18),1157,2,-,3,-,0.8,70.2,2.9,-,6.39
394,"395Darko BrasanacOsasuna, 30, M(CR)",Darko Brasanac,30, M(CR),,,27(8),2412,1,2,9,-,0.5,76.4,0.9,-,6.39
395,"396Aleix VidalEspanyol, 32, D(R),M(LR)",Aleix Vidal,32, D(R),M(LR),,21(10),1908,2,-,10,-,0.2,82.7,0.3,-,6.39
396,"397JoaquínReal Betis, 40, M(CLR),FW",Joaquín,40, M(CLR),FW,,2(19),455,-,1,-,-,0.5,85,0.1,-,6.39
397,"398SonLevante, 28, D(LR)",Son,28, D(LR),,,22(4),1979,1,-,5,1,0.5,73.2,0.4,-,6.39
398,"399Fernando NiñoMallorca, 21, FW",Fernando Niño,21, FW,,,9(14),879,2,-,2,-,1,67.9,2,1,6.39
399,"400Dani CeballosReal Madrid, 25, M(CL)",Dani Ceballos,25, M(CL),,,2(9),269,-,-,1,-,0.9,91.9,-,-,6.39
400,"401Ángel RodríguezMallorca, 35, FW",Ángel Rodríguez,35, FW,,,19(10),1551,4,2,4,-,1,73.3,0.7,-,6.37
401,"402Óscar MelendoEspanyol, 24, AM(CR),FW",Óscar Melendo,24, AM(CR),FW,,14(7),999,-,-,-,-,0.4,91.1,0.3,-,6.37
402,"403Ander GuevaraReal Sociedad, 24, DMC",Ander Guevara,24, DMC,,,11(6),872,-,-,2,-,0.1,86.5,0.9,-,6.37
403,"404Unai DufurOsasuna, 23, Defender",Unai Dufur,23, Defender,,,1,90,-,-,-,-,1,71.4,2,-,6.37
404,"405Mickaël MalsaLevante, 26, DMC",Mickaël Malsa,26, DMC,,,11(15),1137,1,2,7,-,0.5,80.7,0.4,-,6.37
405,"406BebéRayo Vallecano, 31, AM(LR),FW",Bebé,31, AM(LR),FW,,6(23),852,1,2,2,-,1.7,76.7,0.3,-,6.37
406,"407Pablo MartínezLevante, 24, M(C)",Pablo Martínez,24, M(C),,,7(6),655,-,1,2,-,0.8,72,0.8,-,6.37
407,"408Ilaix MoribaValencia, 19, M(C)",Ilaix Moriba,19, M(C),,,9(5),819,-,-,7,1,1,77,1,-,6.37
408,"409Nico WilliamsAthletic Bilbao, 19, M(R)",Nico Williams,19, M(R),,,11(23),1330,-,-,4,-,1,78.1,0.3,-,6.36
409,"410Toni MoyaDeportivo Alaves, 24, DMC",Toni Moya,24, DMC,,,17(11),1386,-,1,2,-,0.4,75,0.4,1,6.36
410,"411JasonDeportivo Alaves, 27, M(R)",Jason,27, M(R),,,10(4),683,-,1,1,-,0.6,58.8,0.6,1,6.36
411,"412Diego GonzálezElche, 27, D(CL)",Diego González,27, D(CL),,,19(9),1790,-,-,3,1,0.1,82.7,1,-,6.36
412,"413Njegos PetrovicGranada, 22, DMC",Njegos Petrovic,22, DMC,,,10(5),918,-,1,5,-,0.5,80,0.8,-,6.36
413,"414Ezequiel PonceElche, 25, AM(L),FW",Ezequiel Ponce,25, AM(L),FW,,5(8),664,1,-,1,1,1.2,77.7,1.3,-,6.36
414,"415Santiago AriasGranada, 30, D(R)",Santiago Arias,30, D(R),,,4(8),434,1,-,1,-,0.3,78.3,0.8,-,6.36
415,"416Jan OblakAtletico, 29, GK",Jan Oblak,29, GK,,,38,3420,-,-,1,-,-,51.9,0.2,-,6.35
416,"417Franco RussoMallorca, 27, D(C)",Franco Russo,27, D(C),,,17(2),1465,1,-,3,2,0.3,76.4,1.5,1,6.35
417,"418Giovanni GonzálezMallorca, 27, D(R)",Giovanni González,27, D(R),,,3(6),364,1,-,1,-,0.3,75.8,0.7,-,6.35
418,"419Bryan GilValencia, 21, AM(CLR)",Bryan Gil,21, AM(CLR),,,9(4),758,-,1,3,-,0.8,74.9,0.2,-,6.35
419,"420Hélder CostaValencia, 28, AM(CLR)",Hélder Costa,28, AM(CLR),,,13(9),1119,-,1,3,-,0.4,70.8,0.4,-,6.34
420,"421Anthony MartialSevilla, 26, AM(LR),FW",Anthony Martial,26, AM(LR),FW,,7(2),495,-,1,1,-,0.8,84.1,0.7,-,6.34
421,"422Okay YokusluCelta Vigo, 28, D(C),DMC",Okay Yokuslu,28, D(C),DMC,,1(7),133,-,-,-,-,0.3,90,0.8,-,6.34
422,"423Luka JovicReal Madrid, 24, FW",Luka Jovic,24, FW,,,1(14),360,1,3,1,-,1.1,77.6,0.5,-,6.34
423,"424Fede San EmeterioCadiz, 25, DMC",Fede San Emeterio,25, DMC,,,10(2),836,-,-,3,-,-,81,0.9,-,6.34
424,"425Jeison MurilloCelta Vigo, 30, D(C)",Jeison Murillo,30, D(C),,,13(7),1118,-,-,5,1,0.3,89.2,1.6,-,6.34
425,"426Munir El-HaddadiSevilla, 26, AM(LR),FW",Munir El-Haddadi,26, AM(LR),FW,,5(12),471,2,-,3,-,0.7,79,0.5,-,6.33
426,"427Dani GómezLevante, 23, FW",Dani Gómez,23, FW,,,11(17),1060,4,2,1,-,1.1,80.9,0.1,-,6.33
427,"428Rodrigo BattagliaMallorca, 30, M(C)",Rodrigo Battaglia,30, M(C),,,12(14),1176,-,-,3,1,0.2,83.7,1.3,-,6.33
428,"429Raúl ParraCadiz, 22, Defender",Raúl Parra,22, Defender,,,1(1),88,-,-,-,-,-,56,-,-,6.33
429,"430Jon GuridiReal Sociedad, 27, M(C)",Jon Guridi,27, M(C),,,1(7),200,1,-,-,-,0.3,73.1,0.1,-,6.32
430,"431Cristo RomeroReal Sociedad, 22, Defender",Cristo Romero,22, Defender,,,0(1),16,-,-,-,-,1,85.7,-,-,6.32
431,"432Gonzalo VillarGetafe, 24, M(C)",Gonzalo Villar,24, M(C),,,2(8),292,-,1,-,-,0.2,84.7,0.4,-,6.32
432,"433Unai LópezRayo Vallecano, 26, M(CR)",Unai López,26, M(CR),,,13(14),1155,-,-,5,-,0.7,86.4,0.3,1,6.32
433,"434Mikel VesgaAthletic Bilbao, 29, DMC",Mikel Vesga,29, DMC,,,17(15),1357,2,-,3,2,0.4,77.7,1.3,-,6.32
434,"435Javi MartínezOsasuna, 22, M(CR)",Javi Martínez,22, M(CR),,,9(17),870,1,1,1,-,0.3,77.8,0.4,-,6.31
435,"436Raúl GutiElche, 25, M(C)",Raúl Guti,25, M(C),,,17(14),1629,-,-,2,1,0.6,84.3,0.4,-,6.31
436,"437Denis CheryshevValencia, 31, AM(L),FW",Denis Cheryshev,31, AM(L),FW,,5(12),561,-,1,1,-,0.6,70.2,0.3,-,6.31
437,"438Sandro RamírezGetafe, 26, AM(LR),FW",Sandro Ramírez,26, AM(LR),FW,,19(10),1477,3,-,7,-,1.7,79.2,0.5,-,6.31
438,"439Roberto TorresOsasuna, 33, AM(CLR)",Roberto Torres,33, AM(CLR),,,6(22),799,2,2,3,-,0.5,69.1,0.1,-,6.3
439,"440Clément LengletBarcelona, 26, D(C)",Clément Lenglet,26, D(C),,,7(14),818,-,1,4,-,0.1,91,0.8,-,6.3
440,"441Sergio AgüeroBarcelona, 34, AM(CL),FW",Sergio Agüero,34, AM(CL),FW,,2(2),151,1,-,-,-,1.5,74.4,0.8,-,6.3
441,"442Carlos MartínAtletico, 20, Forward",Carlos Martín,20, Forward,,,0(1),5,-,-,1,-,-,50,1,-,6.3
442,"443Jesús OwonoDeportivo Alaves, 21, GK",Jesús Owono,21, GK,,,1,90,-,-,-,-,-,42.9,-,-,6.3
443,"444Salvi SánchezCadiz, 31, AM(R)",Salvi Sánchez,31, AM(R),,,17(6),1403,2,1,1,1,0.9,67.7,0.7,-,6.3
444,"445Ángel MontoroGranada, 33, M(C)",Ángel Montoro,33, M(C),,,13(11),1331,1,1,5,-,0.9,77.6,0.3,-,6.29
445,"446Ximo NavarroDeportivo Alaves, 32, D(CLR)",Ximo Navarro,32, D(CLR),,,16(2),1351,-,-,4,1,0.6,74.4,0.5,1,6.29
446,"447Riqui PuigBarcelona, 22, M(C)",Riqui Puig,22, M(C),,,2(13),475,1,-,-,-,0.6,92.7,0.1,-,6.29
447,"448Luca ZidaneRayo Vallecano, 24, GK",Luca Zidane,24, GK,,,8,646,-,-,-,1,-,69.3,0.1,-,6.29
448,"449Beñat TurrientesReal Sociedad, 20, Midfielder",Beñat Turrientes,20, Midfielder,,,1(7),201,-,-,1,-,0.9,88.9,0.1,-,6.29
449,"450Edgar MéndezDeportivo Alaves, 32, M(LR),FW",Edgar Méndez,32, M(LR),FW,,17(15),1614,1,1,6,-,0.8,62.5,1.1,-,6.29
450,"451Hugo DuroGetafe, 22, AM(L),FW",Hugo Duro,22, AM(L),FW,,0(1),11,-,-,-,-,2,40,2,-,6.29
451,"452Marc CucurellaGetafe, 23, D(CL),M(L)",Marc Cucurella,23, D(CL),M(L),,0(1),22,-,-,-,-,1,78.9,-,-,6.29
452,"453Rubén PeñaVillarreal, 30, D(R),M(LR)",Rubén Peña,30, D(R),M(LR),,1(6),127,-,-,1,-,0.4,79.5,0.3,-,6.28
453,"454JasonValencia, 27, M(R)",Jason,27, M(R),,,1(4),74,-,-,2,-,0.4,90.5,0.2,-,6.28
454,"455Emerson RoyalBarcelona, 23, D(R),M(R)",Emerson Royal,23, D(R),M(R),,1(2),90,-,-,-,-,-,86.5,-,-,6.28
455,"456José Ángel CarmonaSevilla, 20, Defender",José Ángel Carmona,20, Defender,,,0(1),23,-,-,-,-,-,66.7,-,-,6.28
456,"457Sergio SantosReal Madrid, 21, Defender",Sergio Santos,21, Defender,,,0(1),10,-,-,-,-,-,100,-,-,6.28
457,"458Iván MarconeElche, 32, DMC",Iván Marcone,32, DMC,,,10(10),807,-,-,5,-,0.1,82.3,0.3,-,6.28
458,"459Amath NdiayeMallorca, 25, AM(L)",Amath Ndiaye,25, AM(L),,,9(10),884,-,1,5,-,0.6,81.2,0.3,-,6.28
459,"460PortuReal Sociedad, 30, AM(CLR),FW",Portu,30, AM(CLR),FW,,17(20),1587,1,2,5,-,0.7,76.8,0.4,-,6.28
460,"461NolitoCelta Vigo, 35, AM(CL)",Nolito,35, AM(CL),,,15(17),1384,2,-,1,-,0.6,78,0.4,-,6.28
461,"462Abdón PratsMallorca, 29, FW",Abdón Prats,29, FW,,,8(17),636,3,-,4,-,0.7,67.5,1.2,-,6.27
462,"463Nicolás MelamedEspanyol, 21, AM(L)",Nicolás Melamed,21, AM(L),,,7(24),1102,2,-,3,1,0.6,87.6,0.3,-,6.27
463,"464Alberto SoroGranada, 23, AM(LR)",Alberto Soro,23, AM(LR),,,7(9),575,-,-,-,-,0.4,75.5,0.6,-,6.27
464,"465Näis DjouahraReal Sociedad, 22, Midfielder",Näis Djouahra,22, Midfielder,,,1(6),209,-,-,-,-,0.7,78.5,0.3,-,6.27
465,"466Aarón EscandellGranada, 26, GK",Aarón Escandell,26, GK,,,4(1),284,-,-,1,1,-,51.3,-,-,6.27
466,"467Juan IglesiasGetafe, 23, D(R),M(R)",Juan Iglesias,23, D(R),M(R),,7(13),713,-,1,1,-,0.3,52.6,0.5,-,6.27
467,"468Asier VillalibreAthletic Bilbao, 24, FW",Asier Villalibre,24, FW,,,3(16),540,2,-,-,-,1,62.2,1,-,6.27
468,"469Allan-Roméo NyomGetafe, 34, D(LR),M(R)",Allan-Roméo Nyom,34, D(LR),M(R),,3(2),244,-,-,1,-,-,65.6,1,-,6.26
469,"470Santiago ArzamendiaCadiz, 24, M(L)",Santiago Arzamendia,24, M(L),,,5(9),464,1,-,2,-,0.5,66.2,0.9,1,6.26
470,"471Alejandro PrimoLevante, 17, Goalkeeper",Alejandro Primo,17, Goalkeeper,,,1,90,-,-,-,-,-,80,-,-,6.26
471,"472Aitor RuibalReal Betis, 26, D(R),M(LR)",Aitor Ruibal,26, D(R),M(LR),,9(10),858,-,-,6,-,1.1,79.7,0.3,-,6.26
472,"473Nicolas JacksonVillarreal, 20, Forward",Nicolas Jackson,20, Forward,,,0(9),158,-,-,1,-,0.6,76,1.4,-,6.26
473,"474Unai NúñezAthletic Bilbao, 25, D(C)",Unai Núñez,25, D(C),,,7(2),621,-,-,2,-,0.7,86.1,1.3,-,6.25
474,"475Mario SuárezRayo Vallecano, 35, D(C),M(C)",Mario Suárez,35, D(C),M(C),,8(6),710,-,-,2,-,0.6,77.9,2.1,1,6.25
475,"476Tomás PinaDeportivo Alaves, 34, M(C)",Tomás Pina,34, M(C),,,16(13),1444,-,-,4,-,0.2,78.5,1.1,-,6.24
476,"477Julen LobeteReal Sociedad, 21, Forward",Julen Lobete,21, Forward,,,2(11),276,2,-,-,-,0.8,80,0.3,-,6.24
477,"478Iván RomeroSevilla, 21, Forward",Iván Romero,21, Forward,,,2(3),178,-,-,-,-,0.4,82.4,0.2,-,6.24
478,"479José MariCadiz, 34, DMC",José Mari,34, DMC,,,4(7),384,-,-,1,1,0.4,84,0.4,-,6.24
479,"480Myrto UzuniGranada, 27, AM(L),FW",Myrto Uzuni,27, AM(L),FW,,9(6),859,1,1,4,-,0.7,71.3,0.4,-,6.24
480,"481Antonio BarragánElche, 34, D(CR),M(R)",Antonio Barragán,34, D(CR),M(R),,12(4),1023,-,-,5,-,0.1,82.5,0.5,-,6.24
481,"482Mario HernándezRayo Vallecano, 23, Defender",Mario Hernández,23, Defender,,,5(4),394,1,-,3,-,0.3,68.5,0.2,-,6.24
482,"483Fran MéridaEspanyol, 32, AM(C)",Fran Mérida,32, AM(C),,,4(7),265,-,-,2,1,0.4,69,-,-,6.24
483,"484Javier PastoreElche, 32, AM(CLR)",Javier Pastore,32, AM(CLR),,,7(7),526,-,-,2,1,0.6,77.4,0.3,-,6.24
484,"485KoffiGetafe, 20, Defender",Koffi,20, Defender,,,1(2),78,-,1,-,-,0.3,70.4,0.7,-,6.23
485,"486Nicolás SerranoAthletic Bilbao, 19, Forward",Nicolás Serrano,19, Forward,,,3(11),308,1,-,-,-,0.6,77.7,0.1,-,6.23
486,"487Darío PovedaGetafe, 25, Forward",Darío Poveda,25, Forward,,,3(12),372,1,-,-,-,0.3,58.8,0.8,-,6.23
487,"488Clément GrenierMallorca, 31, M(CL)",Clément Grenier,31, M(CL),,,0(5),57,1,-,1,-,0.2,74.4,0.2,-,6.23
488,"489Javi LlabrésMallorca, 19, Midfielder",Javi Llabrés,19, Midfielder,,,1(4),129,-,-,-,-,1,82.8,0.2,-,6.23
489,"490VitoloGetafe, 32, M(CLR),FW",Vitolo,32, M(CLR),FW,,1(6),217,-,-,-,-,0.1,80.2,0.6,-,6.23
490,"491Oier ZarragaAthletic Bilbao, 23, M(R)",Oier Zarraga,23, M(R),,,8(23),1151,1,-,5,-,0.6,80,0.3,-,6.23
491,"492Ander MartínReal Sociedad, 21, Forward",Ander Martín,21, Forward,,,1(4),85,-,-,-,-,0.6,79.1,0.4,-,6.23
492,"493Martín CalderónCadiz, 23, Midfielder",Martín Calderón,23, Midfielder,,,1(5),111,-,-,1,-,0.3,75.6,1,-,6.22
493,"494Rober IbáñezOsasuna, 29, AM(R)",Rober Ibáñez,29, AM(R),,,1(3),91,-,-,-,-,0.8,80.6,-,-,6.22
494,"495Jaume DoménechValencia, 31, GK",Jaume Doménech,31, GK,,,4(1),343,-,-,2,-,-,58,-,-,6.22
495,"496Gabriel VeigaCelta Vigo, 20, Midfielder",Gabriel Veiga,20, Midfielder,,,0(7),102,-,-,-,-,0.3,79.7,0.1,-,6.22
496,"497Iñigo PérezOsasuna, 34, D(L),M(CL)",Iñigo Pérez,34, D(L),M(CL),,4(6),337,1,-,-,-,0.4,74.8,0.2,-,6.22
497,"498MiguelónEspanyol, 26, D(R)",Miguelón,26, D(R),,,1(1),70,-,-,-,-,-,73.7,-,-,6.22
498,"499Álvaro JiménezCadiz, 27, M(R)",Álvaro Jiménez,27, M(R),,,1(8),228,-,-,-,-,0.3,76.1,0.2,-,6.21
499,"500Pablo PiattiElche, 33, M(CLR)",Pablo Piatti,33, M(CLR),,,3(7),307,-,-,-,-,0.4,76.3,0.7,-,6.21
500,"501Nikola VukcevicLevante, 30, DMC",Nikola Vukcevic,30, DMC,,,0(6),114,-,-,1,-,0.2,82.2,1,-,6.21
501,"502Jakub JanktoGetafe, 26, M(CLR)",Jakub Jankto,26, M(CLR),,,7(8),585,-,2,1,1,0.4,70.6,0.1,-,6.2
502,"503Carlos BaccaGranada, 35, FW",Carlos Bacca,35, FW,,,5(13),509,-,1,3,-,0.5,65.6,0.4,-,6.2
503,"504Yusuf DemirBarcelona, 19, Forward",Yusuf Demir,19, Forward,,,2(4),191,-,-,-,-,0.2,90.7,-,-,6.2
504,"505TachiDeportivo Alaves, 24, D(C)",Tachi,24, D(C),,,2(3),238,-,-,1,-,-,62.8,0.8,-,6.2
505,"506Germán ValeraReal Sociedad, 20, Forward",Germán Valera,20, Forward,,,0(3),49,-,-,-,-,0.3,82.4,0.3,-,6.2
506,"507Roberto SoldadoLevante, 37, FW",Roberto Soldado,37, FW,,,7(11),664,3,2,5,2,0.9,66.2,0.3,-,6.2
507,"508Loren MorónEspanyol, 28, FW",Loren Morón,28, FW,,,4(17),556,1,-,-,-,0.5,58.8,0.9,-,6.2
508,"509Matías ArezoGranada, 19, Forward",Matías Arezo,19, Forward,,,1(7),156,-,-,1,-,0.6,51.5,0.9,-,6.2
509,"510Miguel De la FuenteDeportivo Alaves, 22, FW",Miguel De la Fuente,22, FW,,,10(12),828,1,1,2,-,1,66.4,0.6,-,6.19
510,"511Jordi MboulaMallorca, 23, AM(R)",Jordi Mboula,23, AM(R),,,5(6),433,-,-,2,-,0.5,64.5,0.9,-,6.19
511,"512PeterReal Madrid, 19, Midfielder",Peter,19, Midfielder,,,0(3),25,-,-,-,-,0.7,81.3,-,-,6.19
512,"513Sergio PostigoLevante, 33, D(C)",Sergio Postigo,33, D(C),,,10(3),849,-,-,3,-,0.2,83.5,0.9,-,6.19
513,"514MonchuGranada, 22, M(C)",Monchu,22, M(C),,,7(7),665,-,-,3,1,0.6,80.4,0.8,-,6.18
514,"515Facundo PellistriDeportivo Alaves, 20, AM(R)",Facundo Pellistri,20, AM(R),,,6(15),665,-,-,-,-,0.3,77,0.4,-,6.18
515,"516José PozoRayo Vallecano, 26, AM(C)",José Pozo,26, AM(C),,,0(5),68,-,-,-,-,0.6,91.8,0.2,-,6.18
516,"517Diego CondeGetafe, 23, Goalkeeper",Diego Conde,23, Goalkeeper,,,0(1),5,-,-,-,-,-,-,-,-,6.18
517,"518Isma RuizGranada, 21, Midfielder",Isma Ruiz,21, Midfielder,,,3(5),282,-,-,1,-,0.5,83.7,0.4,-,6.18
518,"519Enric FranquesaLevante, 25, Defender",Enric Franquesa,25, Defender,,,6(10),618,-,-,1,-,0.1,73.9,0.5,-,6.18
519,"520Daniel VillahermosaEspanyol, 21, Midfielder",Daniel Villahermosa,21, Midfielder,,,0(1),22,-,-,-,-,-,57.1,-,-,6.17
520,"521Daniel WassAtletico, 33, D(LR),M(CLR)",Daniel Wass,33, D(LR),M(CLR),,0(1),45,-,-,1,-,-,76.5,-,-,6.17
521,"522Saul GarcíaDeportivo Alaves, 27, Defender",Saul García,27, Defender,,,0(1),3,-,-,-,-,-,33.3,-,-,6.17
522,"523Koba KoindrediValencia, 20, Midfielder",Koba Koindredi,20, Midfielder,,,1(9),175,-,-,1,-,0.1,68.2,0.5,-,6.16
523,"524Diego LainezReal Betis, 21, AM(R)",Diego Lainez,21, AM(R),,,1(6),136,-,-,-,-,0.1,79.6,-,-,6.16
524,"525José MacíasGetafe, 22, Forward",José Macías,22, Forward,,,2(5),202,-,-,1,-,0.6,73.2,0.6,-,6.16
525,"526Pere PonsDeportivo Alaves, 29, M(C)",Pere Pons,29, M(C),,,17(10),1376,1,-,2,-,0.6,73.1,0.6,-,6.16
526,"527Manu VallejoDeportivo Alaves, 25, FW",Manu Vallejo,25, FW,,,2(9),366,1,1,-,-,0.3,75.8,0.5,-,6.15
527,"528José FontánCelta Vigo, 22, D(CL)",José Fontán,22, D(CL),,,3(6),274,-,-,3,-,0.1,85.5,0.4,-,6.15
528,"529Kévin RodriguesRayo Vallecano, 28, D(L),M(L)",Kévin Rodrigues,28, D(L),M(L),,5(8),434,-,-,-,-,0.3,71.2,0.8,-,6.15
529,"530Iván ChapelaCadiz, 23, Forward",Iván Chapela,23, Forward,,,4(5),400,-,-,-,-,0.3,69.3,0.4,-,6.15
530,"531Alex PetxarromanAthletic Bilbao, 25, Defender",Alex Petxarroman,25, Defender,,,1(16),401,-,-,4,-,0.1,75.2,0.4,-,6.15
531,"532Oier SanjurjoOsasuna, 36, D(CR),M(C)",Oier Sanjurjo,36, D(CR),M(C),,9(17),751,1,-,3,-,0.3,72.2,0.8,1,6.15
532,"533Orbelín PinedaCelta Vigo, 26, Midfielder",Orbelín Pineda,26, Midfielder,,,0(7),94,-,-,-,-,0.7,87.7,0.1,-,6.14
533,"534BaldeBarcelona, 18, Defender",Balde,18, Defender,,,2(3),188,-,-,-,-,0.2,95.7,-,-,6.14
534,"535Dídac ViláEspanyol, 32, D(L),M(L)",Dídac Vilá,32, D(L),M(L),,1(8),197,-,-,3,-,-,80,0.3,-,6.14
535,"536Augusto SolariCelta Vigo, 30, AM(CR)",Augusto Solari,30, AM(CR),,,4(22),700,-,-,5,-,0.3,69.3,0.2,-,6.14
536,"537Sergio RicoMallorca, 28, GK",Sergio Rico,28, GK,,,14,1260,-,-,-,-,-,62.9,0.1,-,6.13
537,"538Wu LeiEspanyol, 30, AM(CLR),FW",Wu Lei,30, AM(CLR),FW,,4(19),461,1,-,-,-,0.3,69.9,0.3,-,6.13
538,"539Álvaro BastidaCadiz, 18, Midfielder",Álvaro Bastida,18, Midfielder,,,2(4),195,-,-,1,-,-,77.4,0.2,-,6.13
539,"540Jaime MataGetafe, 33, FW",Jaime Mata,33, FW,,,5(18),664,1,-,7,-,0.4,68.4,1.1,-,6.13
540,"541John GuidettiDeportivo Alaves, 30, FW",John Guidetti,30, FW,,,2(8),274,-,-,2,-,1,77.1,0.1,-,6.12
541,"542Javier LópezDeportivo Alaves, 20, D(L)",Javier López,20, D(L),,,4(5),458,-,-,2,-,-,77.4,-,-,6.12
542,"543Alejandro CanteroLevante, 21, FW",Alejandro Cantero,21, FW,,,4(21),597,-,1,1,-,0.6,68.3,0.1,-,6.12
